crew_id,BIQ,CDG,MLH,MPL,NCE,ORY
UJNORBWF,1,1,1,1,1,1
NTIWMUSN,1,1,1,1,1,1
MPOFCHBP,1,1,1,1,1,1
AVITLXMP,1,1,1,1,1,1
HVFUEFTS,1,1,1,1,1,1
IRMGTTBV,1,1,1,1,1,1
ZWDJYGVP,1,1,1,1,1,1
IZBRKBCK,1,1,1,1,1,1
FOBMEKPV,1,1,1,1,1,1
ETAUKVUB,1,1,1,1,1,1
SROXXGWC,1,1,1,1,1,1
USUQXGXX,1,1,1,1,1,1
ZDDAAGVK,1,1,1,1,1,1
EMJNJBOL,1,1,1,1,1,1
PFFMAZOX,1,1,1,1,1,1
JWQEBMTM,1,1,1,1,1,1
IHGCNZDW,1,1,1,1,1,1
FGHRJKRH,1,1,1,1,1,1
SRQXAJIM,1,1,1,1,1,1
KBTKACIE,1,1,1,1,1,1
MEDZEYEP,1,1,1,1,1,1
MSVDRHIM,1,1,1,1,1,1
EYTOPDET,1,1,1,1,1,1
CJMMAENT,1,1,1,1,1,1
GGXSNQXG,1,1,1,1,1,1
AUNTAKLX,1,1,1,1,1,1
JALUNAME,1,1,1,1,1,1
MPDGTOVH,1,1,1,1,1,1
KGWUONKT,1,1,1,1,1,1
UBFRLCMI,1,1,1,1,1,1
GJTGDRBS,1,1,1,1,1,1
NQTAWRSA,1,1,1,1,1,1
UOZQZHBY,1,1,1,1,1,1
QFTVKEEO,1,1,1,1,1,1
RQZJXFZE,1,1,1,1,1,1
NOCYGSIQ,1,1,1,1,1,1
VMDEZXDY,1,1,1,1,1,1
PMVRJSKB,1,1,1,1,1,1
JAQXJVCK,1,1,1,1,1,1
OXMVVLIP,1,1,1,1,1,1
AMHTDUZU,1,1,1,1,1,1
BNISRWWJ,1,1,1,1,1,1
LPVUWRMS,1,1,1,1,1,1
NDOYYXCY,1,1,1,1,1,1
WZXHJSNX,1,1,1,1,1,1
FPAGBVOF,1,1,1,1,1,1
IWZWABMC,1,1,1,1,1,1
DDIBPOEF,1,1,1,1,1,1
GJMHIOAL,1,1,1,1,1,1
ZSWIFKTF,1,1,1,1,1,1
KHFNKJIE,1,1,1,1,1,1
SAYZQSMU,1,1,1,1,1,1
HUUOTPUV,1,1,1,1,1,1
MYCTYQJF,1,1,1,1,1,1
BBLLJOST,1,1,1,1,1,1
FNGFFXBE,1,1,1,1,1,1
YIAXSZNB,1,1,1,1,1,1
ASXBAJSQ,1,1,1,1,1,1
MIHKCYAD,1,1,1,1,1,1
YTCVWXTR,1,1,1,1,1,1
NRUSRYIC,1,1,1,1,1,1
BEXGWNCK,1,1,1,1,1,1
DHRCXCQO,1,1,1,1,1,1
JRZFGHSV,1,1,1,1,1,1
DJKRPOTR,1,1,1,1,1,1
OYZWWNCN,1,1,1,1,1,1
ZFJUJFIE,1,1,1,1,1,1
DJOSOGSK,1,1,1,1,1,1
KZBLNJBF,1,1,1,1,1,1
ONUCGTOF,1,1,1,1,1,1
UZBHYETE,1,1,1,1,1,1
ZGLYUOTM,1,1,1,1,1,1
IKLVIFJL,1,1,1,1,1,1
BXAHZJWD,1,1,1,1,1,1
FKVHDVNQ,1,1,1,1,1,1
XKQNDMQH,1,1,1,1,1,1
QNBMZXDX,1,1,1,1,1,1
EDQMNDJZ,1,1,1,1,1,1
IPFUIEYV,1,1,1,1,1,1
YZKOMSQC,1,1,1,1,1,1
HNLJVBPQ,1,1,1,1,1,1
OCNKVGNE,1,1,1,1,1,1
TDINFLDQ,1,1,1,1,1,1
CWMQIXOP,1,1,1,1,1,1
JQNYWUZH,1,1,1,1,1,1
QJYUDCMP,1,1,1,1,1,1
PRAKPKGS,1,1,1,1,1,1
AASQSOYS,1,1,1,1,1,1
WBDRTIQY,1,1,1,1,1,1
EVUTLZIG,1,1,1,1,1,1
UHXKBQHS,1,1,1,1,1,1
TBFPVZYD,1,1,1,1,1,1
ECFYBVIF,1,1,1,1,1,1
SBWTASOJ,1,1,1,1,1,1
CSYMQWLG,1,1,1,1,1,1
CUSEMDFH,1,1,1,1,1,1
HZFXRJXP,1,1,1,1,1,1
IKFHGMVX,1,1,1,1,1,1
HDHSCBJP,1,1,1,1,1,1
VEHTOQKZ,1,1,1,1,1,1
BJLZQJUA,1,1,1,1,1,1
GOTXWCQZ,1,1,1,1,1,1
GJCDDNFQ,1,1,1,1,1,1
CSANNMZJ,1,1,1,1,1,1
ZBJERWTI,1,1,1,1,1,1
KBBUDCII,1,1,1,1,1,1
CCYHWNAS,1,1,1,1,1,1
KHMDUITK,1,1,1,1,1,1
FHMMOARL,1,1,1,1,1,1
QDZVXSLK,1,1,1,1,1,1
WNLWJXNP,1,1,1,1,1,1
OMRPMDCE,1,1,1,1,1,1
NEKWLLRN,1,1,1,1,1,1
UTAVMPET,1,1,1,1,1,1
XJBCQEEI,1,1,1,1,1,1
IJDNUWNF,1,1,1,1,1,1
WXCYUASP,1,1,1,1,1,1
JJIKGFFU,1,1,1,1,1,1
EJUUKUVF,1,1,1,1,1,1
ONRTRFHS,1,1,1,1,1,1
FHZSQNHT,1,1,1,1,1,1
GPJHDIEL,1,1,1,1,1,1
QOZTOQOQ,1,1,1,1,1,1
IQIJSYHD,1,1,1,1,1,1
PRRFJUDQ,1,1,1,1,1,1
ZYGJMZQM,1,1,1,1,1,1
ETNNSAFG,1,1,1,1,1,1
KGXVRIXX,1,1,1,1,1,1
LXDXLIIN,1,1,1,1,1,1
NGQIHCWX,1,1,1,1,1,1
SEREQYRT,1,1,1,1,1,1
WEFMRXRW,1,1,1,1,1,1
EFFRVEFQ,1,1,1,1,1,1
WGZSBZBF,1,1,1,1,1,1
QQOWRHPO,1,1,1,1,1,1
UAEYNPQU,1,1,1,1,1,1
TTNQSYYQ,1,1,1,1,1,1
UVKRWCOY,1,1,1,1,1,1
HZCVIFZP,1,1,1,1,1,1
BBAYDZZS,1,1,1,1,1,1
ORQRSLOD,1,1,1,1,1,1
KOKMNITW,1,1,1,1,1,1
HAFFMABF,1,1,1,1,1,1
WXMXCFHL,1,1,1,1,1,1
ABPIHDCX,1,1,1,1,1,1
TTSIYVDD,1,1,1,1,1,1
AZMLWXGM,1,1,1,1,1,1
HWUGMVPQ,1,1,1,1,1,1
YXYNFAXD,1,1,1,1,1,1
OFSLCDMZ,1,1,1,1,1,1
VQSZXDTG,1,1,1,1,1,1
HBCFQWBW,1,1,1,1,1,1
URCTCINR,1,1,1,1,1,1
EHJXUCMG,1,1,1,1,1,1
KUZPFTOP,1,1,1,1,1,1
FKSIMYLC,1,1,1,1,1,1
JEHZPOHC,1,1,1,1,1,1
YLZMMSSN,1,1,1,1,1,1
QMUGPPVF,1,1,1,1,1,1
XQMPQJAC,1,1,1,1,1,1
OJRLTLUJ,1,1,1,1,1,1
KMKCDSCC,1,1,1,1,1,1
MGXAFQIT,1,1,1,1,1,1
ZJPTSSUS,1,1,1,1,1,1
OBDVXUFP,1,1,1,1,1,1
CFRKZOYO,1,1,1,1,1,1
NLXTBXKD,1,1,1,1,1,1
PDDGYOWT,1,1,1,1,1,1
RCVJGUWH,1,1,1,1,1,1
QCWIBFMT,1,1,1,1,1,1
PAKMZUTG,1,1,1,1,1,1
HSKRNYNB,1,1,1,1,1,1
NYAJEBZN,1,1,1,1,1,1
YPAXYFCC,1,1,1,1,1,1
UQHXLSVQ,1,1,1,1,1,1
CMAZNXHT,1,1,1,1,1,1
LUTEJXAM,1,1,1,1,1,1
YRAJCUKM,1,1,1,1,1,1
OHIJTRUV,1,1,1,1,1,1
LTUCYWOD,1,1,1,1,1,1
AZXWUHAY,1,1,1,1,1,1
PJSEVAVJ,1,1,1,1,1,1
EFVLFPTH,1,1,1,1,1,1
NJARFPML,1,1,1,1,1,1
LCLQOJIK,1,1,1,1,1,1
WQQKXRFZ,1,1,1,1,1,1
FCXXMBYZ,1,1,1,1,1,1
GBTAAGRZ,1,1,1,1,1,1
COYEGPTN,1,1,1,1,1,1
ZOIGYQZU,1,1,1,1,1,1
IXPRUSBV,1,1,1,1,1,1
PCIYBKOZ,1,1,1,1,1,1
DZUNVINO,1,1,1,1,1,1
IJEHRUSG,1,1,1,1,1,1
SHCRNPMZ,1,1,1,1,1,1
HOJFPKOJ,1,1,1,1,1,1
DGTWTLGN,1,1,1,1,1,1
YLKNOTCB,1,1,1,1,1,1
FZRVIWYL,1,1,1,1,1,1
CAOQPRTV,1,1,1,1,1,1
YUPMKKPJ,1,1,1,1,1,1
FEJLKMWB,1,1,1,1,1,1
AOPVOOIH,1,1,1,1,1,1
TJCHDVOM,1,1,1,1,1,1
CCBCMYWE,1,1,1,1,1,1
TTIQIGLG,1,1,1,1,1,1
IIQVCTEU,1,1,1,1,1,1
ZYDUHPSI,1,1,1,1,1,1
SFSCQTFM,1,1,1,1,1,1
MQMWKTBE,1,1,1,1,1,1
JTRFFIVE,1,1,1,1,1,1
GNZXOZLI,1,1,1,1,1,1
DWMEYDYY,1,1,1,1,1,1
HDKUMDCO,1,1,1,1,1,1
OCGUQCCX,1,1,1,1,1,1
IEWIRSIR,1,1,1,1,1,1
QFVTZZMN,1,1,1,1,1,1
JYPMABDK,1,1,1,1,1,1
VIROBIPV,1,1,1,1,1,1
FGOLRUVU,1,1,1,1,1,1
TKMLVPRE,1,1,1,1,1,1
QXFIWCAO,1,1,1,1,1,1
AVZXBJSQ,1,1,1,1,1,1
VNLIRTMQ,1,1,1,1,1,1
YSMXNHNJ,1,1,1,1,1,1
QVRZUIKF,1,1,1,1,1,1
PRRYWXVZ,1,1,1,1,1,1
JOEQGVSL,1,1,1,1,1,1
MVDKTVXV,1,1,1,1,1,1
YFYYKVDG,1,1,1,1,1,1
UJIJJPSJ,1,1,1,1,1,1
OPGYOALL,1,1,1,1,1,1
JHJXIYRY,1,1,1,1,1,1
GVAFFVXC,1,1,1,1,1,1
NMRVFCZZ,1,1,1,1,1,1
XXGCXNRY,1,1,1,1,1,1
QHXGLPMQ,1,1,1,1,1,1
HXBNCWLY,1,1,1,1,1,1
FPOOTQBE,1,1,1,1,1,1
UIFGPUPP,1,1,1,1,1,1
NQPDIMJA,1,1,1,1,1,1
GQXFBSMI,1,1,1,1,1,1
YULCZXDC,1,1,1,1,1,1
MTCBXBZE,1,1,1,1,1,1
XDNWEDMC,1,1,1,1,1,1
BUFTXENN,1,1,1,1,1,1
ELUTTJQU,1,1,1,1,1,1
KQJDKHOW,1,1,1,1,1,1
HKJTUPMC,1,1,1,1,1,1
EMFEEBPV,1,1,1,1,1,1
NQMQMWHQ,1,1,1,1,1,1
EDNTYMPI,1,1,1,1,1,1
GOJCGXJE,1,1,1,1,1,1
RTLVIJWA,1,1,1,1,1,1
QWFLCYYX,1,1,1,1,1,1
XUVRPEJO,1,1,1,1,1,1
TBQTBYKX,1,1,1,1,1,1
PHSDEVJI,1,1,1,1,1,1
TJVCDPXQ,1,1,1,1,1,1
GZXWDFRF,1,1,1,1,1,1
AJMRENWF,1,1,1,1,1,1
TRUUBPQA,1,1,1,1,1,1
PGHQHTWI,1,1,1,1,1,1
VIFQTSSJ,1,1,1,1,1,1
CAEKDTIN,1,1,1,1,1,1
GRIGFXJK,1,1,1,1,1,1
HBOAPSWG,1,1,1,1,1,1
LZVJDCPU,1,1,1,1,1,1
KBGEHLMD,1,1,1,1,1,1
HVLXFVPC,1,1,1,1,1,1
WUDASQHK,1,1,1,1,1,1
IOVSZPEO,1,1,1,1,1,1
WMFSMHMC,1,1,1,1,1,1
BUZLKTDG,1,1,1,1,1,1
AFUGBCRN,1,1,1,1,1,1
PNTGFDFV,1,1,1,1,1,1
FTUCSAJC,1,1,1,1,1,1
PVBEWWGO,1,1,1,1,1,1
EDYZQUVZ,1,1,1,1,1,1
LWBOISAQ,1,1,1,1,1,1
WQARZJGL,1,1,1,1,1,1
VAAGWUOQ,1,1,1,1,1,1
FZEYTQHA,1,1,1,1,1,1
ZQFQFICZ,1,1,1,1,1,1
FRIWXXUI,1,1,1,1,1,1
LKNSIBRR,1,1,1,1,1,1
VQOUENDO,1,1,1,1,1,1
YFTQRJQZ,1,1,1,1,1,1
PSPCPNSP,1,1,1,1,1,1
SOHFTWKW,1,1,1,1,1,1
OBQBBVCK,1,1,1,1,1,1
BZOUKBTE,1,1,1,1,1,1
NMNHVNNV,1,1,1,1,1,1
VMQEZOIL,1,1,1,1,1,1
TGRKQVWS,1,1,1,1,1,1
MEWWNGLX,1,1,1,1,1,1
IXSCUEME,1,1,1,1,1,1
XILNITSM,1,1,1,1,1,1
KJAYUOGX,1,1,1,1,1,1
CUPHTSQW,1,1,1,1,1,1
DSPHBTYH,1,1,1,1,1,1
YMGBGLUR,1,1,1,1,1,1
BEAWWWSJ,1,1,1,1,1,1
JHTGJTLO,1,1,1,1,1,1
WPVMLMCX,1,1,1,1,1,1
NFMFCTJS,1,1,1,1,1,1
PVANITZQ,1,1,1,1,1,1
ZSBIVOCM,1,1,1,1,1,1
CZWIYYWG,1,1,1,1,1,1
IIYPRXFA,1,1,1,1,1,1
IEZUOQDS,1,1,1,1,1,1
VWXDHIWC,1,1,1,1,1,1
HHHIKYQE,1,1,1,1,1,1
WZYCQBOL,1,1,1,1,1,1
ILDRJJTC,1,1,1,1,1,1
EGDUYYFR,1,1,1,1,1,1
CVYVSUTD,1,1,1,1,1,1
HGQHICKQ,1,1,1,1,1,1
IAMVNOYU,1,1,1,1,1,1
RENTQJEK,1,1,1,1,1,1
MNSGRVDM,1,1,1,1,1,1
ABTPXJJN,1,1,1,1,1,1
HDKAPEUZ,1,1,1,1,1,1
DTMCLEVA,1,1,1,1,1,1
BPDOYAVN,1,1,1,1,1,1
NHHNSAXJ,1,1,1,1,1,1
CQMXNRZX,1,1,1,1,1,1
NIEAKBNR,1,1,1,1,1,1
CEPJYLCU,1,1,1,1,1,1
AURXTGJV,1,1,1,1,1,1
QIHDZRNE,1,1,1,1,1,1
UFBNCEMD,1,1,1,1,1,1
OXSLAXCL,1,1,1,1,1,1
FYWRMOYC,1,1,1,1,1,1
KNYSHISU,1,1,1,1,1,1
HEWMVNQR,1,1,1,1,1,1
RJLMSDAM,1,1,1,1,1,1
GBTLUEJU,1,1,1,1,1,1
OWDVYULO,1,1,1,1,1,1
KFHUNTED,1,1,1,1,1,1
LFQWIYHA,1,1,1,1,1,1
VOWEHLIT,1,1,1,1,1,1
LZBMCMQK,1,1,1,1,1,1
SXAUDVJG,1,1,1,1,1,1
IHCFTPEQ,1,1,1,1,1,1
NLJEKDIX,1,1,1,1,1,1
RATIATOV,1,1,1,1,1,1
FCIORBCX,1,1,1,1,1,1
XJERKTEU,1,1,1,1,1,1
EVHZPCNK,1,1,1,1,1,1
RFPQTDJK,1,1,1,1,1,1
SJKUDWRS,1,1,1,1,1,1
BFICMYMX,1,1,1,1,1,1
HBLPJCAO,1,1,1,1,1,1
IPMTIVZN,1,1,1,1,1,1
WHSMYQLG,1,1,1,1,1,1
YPIXZDRY,1,1,1,1,1,1
XIIMURJW,1,1,1,1,1,1
QFDMEUDX,1,1,1,1,1,1
PEQNQQYB,1,1,1,1,1,1
NHRBGYZA,1,1,1,1,1,1
CHIFWDDK,1,1,1,1,1,1
UDBWSJCA,1,1,1,1,1,1
YMBGHNWD,1,1,1,1,1,1
AZNLGAPX,1,1,1,1,1,1
LRYEKBWE,1,1,1,1,1,1
KQIFKMGC,1,1,1,1,1,1
VHGNFJQU,1,1,1,1,1,1
RUQQVPOO,1,1,1,1,1,1
YFXMPVJA,1,1,1,1,1,1
FJSGTUPY,1,1,1,1,1,1
UURPKIQN,1,1,1,1,1,1
QFLKTGGH,1,1,1,1,1,1
LEHLTVAU,1,1,1,1,1,1
IYDRSJOV,1,1,1,1,1,1
JLKNFTKE,1,1,1,1,1,1
EUKHIQJH,1,1,1,1,1,1
WCCYYCOP,1,1,1,1,1,1
IRYQUMUM,1,1,1,1,1,1
SOBGGNAP,1,1,1,1,1,1
NETMGEXD,1,1,1,1,1,1
QWEGFMKW,1,1,1,1,1,1
UUURVCXY,1,1,1,1,1,1
GZXYRDVM,1,1,1,1,1,1
IRXCJZFL,1,1,1,1,1,1
RWSFGOUU,1,1,1,1,1,1
MRNBGLBR,1,1,1,1,1,1
OTZNOPAN,1,1,1,1,1,1
WNLTIALZ,1,1,1,1,1,1
NMYPZVPB,1,1,1,1,1,1
HHSKDTKX,1,1,1,1,1,1
TQYLCEHY,1,1,1,1,1,1
SCEJCULE,1,1,1,1,1,1
CVNTPPXR,1,1,1,1,1,1
IWQVMZEF,1,1,1,1,1,1
QKNZHSIZ,1,1,1,1,1,1
BFGOLBUN,1,1,1,1,1,1
EYGBVXZW,1,1,1,1,1,1
QTLVFYRT,1,1,1,1,1,1
CBRSJERD,1,1,1,1,1,1
GTIZYSKC,1,1,1,1,1,1
OJKEGVRB,1,1,1,1,1,1
SIGXRGJK,1,1,1,1,1,1
YYCDFAAX,1,1,1,1,1,1
JQVBTBJF,1,1,1,1,1,1
YEFJGTET,1,1,1,1,1,1
SFDVNHCU,1,1,1,1,1,1
UKLQOFTR,1,1,1,1,1,1
PYMYWSRR,1,1,1,1,1,1
TUSNFZVV,1,1,1,1,1,1
ODLWCPAE,1,1,1,1,1,1
VPTMOSTT,1,1,1,1,1,1
DBWVPHSK,1,1,1,1,1,1
BRFBLARM,1,1,1,1,1,1
RUQHOIHP,1,1,1,1,1,1
IDUCWQUA,1,1,1,1,1,1
GARHXDYM,1,1,1,1,1,1
AEANSXNJ,1,1,1,1,1,1
ISIXRYPO,1,1,1,1,1,1
NBRDRMTV,1,1,1,1,1,1
GCGUOMQK,1,1,1,1,1,1
IJYILNBZ,1,1,1,1,1,1
CVZJMBOC,1,1,1,1,1,1
VIAYVOYV,1,1,1,1,1,1
KNLNXBSI,1,1,1,1,1,1
IXKZIQWK,1,1,1,1,1,1
YURQHVPV,1,1,1,1,1,1
FQACCUYG,1,1,1,1,1,1
ZSCOUCAG,1,1,1,1,1,1
PHCNZELF,1,1,1,1,1,1
LVQSXTIO,1,1,1,1,1,1
XDUXUCZH,1,1,1,1,1,1
BQCHQRZK,1,1,1,1,1,1
VRAWQTTI,1,1,1,1,1,1
RRPFMVAE,1,1,1,1,1,1
NNKQGMQD,1,1,1,1,1,1
FABVDRRH,1,1,1,1,1,1
LYAFWRCU,1,1,1,1,1,1
CGCTLJZW,1,1,1,1,1,1
XJHGLHDT,1,1,1,1,1,1
NOILJFEC,1,1,1,1,1,1
KWWMUYWE,1,1,1,1,1,1
IAJMVZXU,1,1,1,1,1,1
HXUOPVTN,1,1,1,1,1,1
YCPBWFVF,1,1,1,1,1,1
GAPWYUMS,1,1,1,1,1,1
TOHJXRYV,1,1,1,1,1,1
HMUUGGLO,1,1,1,1,1,1
VQXHGJDI,1,1,1,1,1,1
POOCIVYC,1,1,1,1,1,1
ZNLLFKCW,1,1,1,1,1,1
MTYGRDXT,1,1,1,1,1,1
BHOUKUHN,1,1,1,1,1,1
KOJVTEFK,1,1,1,1,1,1
OFEJNTNP,1,1,1,1,1,1
NZKYWOIT,1,1,1,1,1,1
CVQKLDTX,1,1,1,1,1,1
DZKWOAHX,1,1,1,1,1,1
WJYHZJAF,1,1,1,1,1,1
VNPIIEXX,1,1,1,1,1,1
DLAWUHPN,1,1,1,1,1,1
WTTCZHDP,1,1,1,1,1,1
QPEVNSZL,1,1,1,1,1,1
KASDBJOR,1,1,1,1,1,1
DWCGSNMV,1,1,1,1,1,1
WPDRZFHH,1,1,1,1,1,1
BXSXZMGG,1,1,1,1,1,1
ZNEBSHFZ,1,1,1,1,1,1
MAASQHZH,1,1,1,1,1,1
IRAJZGRX,1,1,1,1,1,1
VCJYIYQN,1,1,1,1,1,1
XQUTXXBN,1,1,1,1,1,1
JHMAFYEU,1,1,1,1,1,1
CFXJUFPU,1,1,1,1,1,1
RLPPTSON,1,1,1,1,1,1
TGBDOCYR,1,1,1,1,1,1
OULGZDUR,1,1,1,1,1,1
FUXXSQWN,1,1,1,1,1,1
RWKPBLUO,1,1,1,1,1,1
TDSFAFOL,1,1,1,1,1,1
SXSDTTSZ,1,1,1,1,1,1
NCWFFMPP,1,1,1,1,1,1
DKLGISBZ,1,1,1,1,1,1
DBUROXZQ,1,1,1,1,1,1
CDSCCGRM,1,1,1,1,1,1
IPBBYNPY,1,1,1,1,1,1
QUMVNZEN,1,1,1,1,1,1
ZZVYJTOW,1,1,1,1,1,1
JEGRCCFO,1,1,1,1,1,1
XZXBYZWI,1,1,1,1,1,1
MKNIURYC,1,1,1,1,1,1
VKOGODHB,1,1,1,1,1,1
IKBYFFUB,1,1,1,1,1,1
GMGFUXAE,1,1,1,1,1,1
NEJBXLMN,1,1,1,1,1,1
VXUVBGYC,1,1,1,1,1,1
IGGZZWGH,1,1,1,1,1,1
WUUKFRUZ,1,1,1,1,1,1
QAOUQIAR,1,1,1,1,1,1
KYOAFPXR,1,1,1,1,1,1
XXGVUPNL,1,1,1,1,1,1
WOGXQMWM,1,1,1,1,1,1
ZDDWUNIY,1,1,1,1,1,1
OMOPEPCZ,1,1,1,1,1,1
KNEIUCGV,1,1,1,1,1,1
VMDAPNSY,1,1,1,1,1,1
HSZRWEXX,1,1,1,1,1,1
FPOLTYBN,1,1,1,1,1,1
MAHNMOVB,1,1,1,1,1,1
LDYEWYAY,1,1,1,1,1,1
KNKTVLTU,1,1,1,1,1,1
AHJFJSWA,1,1,1,1,1,1
QFZKBPBM,1,1,1,1,1,1
OIJTORXH,1,1,1,1,1,1
GRYFXNUP,1,1,1,1,1,1
NROONWZJ,1,1,1,1,1,1
ZGEZMKOX,1,1,1,1,1,1
QOQZQFJW,1,1,1,1,1,1
STFSCVKP,1,1,1,1,1,1
BWHBGARK,1,1,1,1,1,1
RCELOHWY,1,1,1,1,1,1
BALJECSJ,1,1,1,1,1,1
IWWLJTRL,1,1,1,1,1,1
WNSOWIBC,1,1,1,1,1,1
GIEMAILZ,1,1,1,1,1,1
JPYMZYBA,1,1,1,1,1,1
VDHBNDIG,1,1,1,1,1,1
OMNRGKWI,1,1,1,1,1,1
UQHQUZUH,1,1,1,1,1,1
FXWANCTV,1,1,1,1,1,1
UDGNPQMP,1,1,1,1,1,1
OQTMTWFL,1,1,1,1,1,1
VTHHHDBO,1,1,1,1,1,1
SNUNDJGA,1,1,1,1,1,1
CMNPJJSP,1,1,1,1,1,1
DQXBPWSN,1,1,1,1,1,1
EVFDFEGL,1,1,1,1,1,1
