crew_id,AMS,RDZ,RNS
AYUVPYVR,1,1,1
OFTNOTRF,1,1,1
MWVFXKFM,1,1,1
QDSHSIIU,1,1,1
ORACAFZW,1,1,1
CJBUFCQX,1,1,1
LDOQJSGV,1,1,1
SEIVAZBU,1,1,1
SXLXGJML,1,1,1
BHTJHBWK,1,1,1
CJSOYJSX,1,1,1
XHNJNMCO,1,1,1
BFARSKEN,1,1,1
BBVSNVOG,1,1,1
AMITWGFJ,1,1,1
UFMMWGZD,1,1,1
WYLXYQQJ,1,1,1
KNXYWFVW,1,1,1
MGJLHXMD,1,1,1
KXGCMRLP,1,1,1
GUWARXSF,1,1,1
YERLULPR,1,1,1
KWIKKESH,1,1,1
OPAEQCFL,1,1,1
ISHMZXAQ,1,1,1
MLWIAQTL,1,1,1
KMSVGEBG,1,1,1
WLYLRBPS,1,1,1
NQRTPLZA,1,1,1
JPDGFNND,1,1,1
ZFVVGSDJ,1,1,1
NEBDQOTB,1,1,1
TYTWEDJI,1,1,1
KBQAMFRH,1,1,1
GBFZWFJV,1,1,1
DUKRAUVU,1,1,1
LNVZEUKM,1,1,1
PEDYGKFA,1,1,1
PZOCITEM,1,1,1
ZSETZGCR,1,1,1
XVOAVHNC,1,1,1
ZTAMBLJP,1,1,1
GTYFORZJ,1,1,1
EOPCSTRL,1,1,1
LHQXXJJN,1,1,1
DNOMJBDT,1,1,1
UQMBHMAG,1,1,1
HIDHMLWI,1,1,1
FUQTBVMA,1,1,1
GINLMAVF,1,1,1
TVYSSHIA,1,1,1
ADBDMBAK,1,1,1
FTITBCMC,1,1,1
EZOPEHYG,1,1,1
WMTOYCQK,1,1,1
VEAVRUNA,1,1,1
AIMHXDOT,1,1,1
WJCDZWYI,1,1,1
YZQDPYGG,1,1,1
CKZRWVWE,1,1,1
UXSGPSED,1,1,1
OEEOSLRC,1,1,1
VQCHAJEQ,1,1,1
XTRDNBXD,1,1,1
WWIQFYKL,1,1,1
LWEGDMXT,1,1,1
TSYLCWBG,1,1,1
JWEQKKYE,1,1,1
YFEOUEQT,1,1,1
NEPDIRIC,1,1,1
QDCVOPBX,1,1,1
GHFLAJSY,1,1,1
EJNQPSOT,1,1,1
TAHLOCCS,1,1,1
INYNJBGB,1,1,1
FDTPSTLW,1,1,1
BIQPWQBC,1,1,1
TITUMWCH,1,1,1
ZHJPPTLX,1,1,1
URNKBFMR,1,1,1
FFRKISFO,1,1,1
LWXPJLUX,1,1,1
LOPDRYMO,1,1,1
JSVSGAPQ,1,1,1
BNKZKUSZ,1,1,1
MBDIYFDT,1,1,1
IVXMVPXM,1,1,1
MCWKXKVB,1,1,1
JCUAAVIM,1,1,1
MSNOIZZW,1,1,1
EFVHZNAV,1,1,1
FEXPJKHS,1,1,1
VDQAJGDN,1,1,1
FDROMWTD,1,1,1
GOTTECGI,1,1,1
EATJVZAE,1,1,1
JFDQMHVU,1,1,1
MNQABFSH,1,1,1
SBPOAGDK,1,1,1
PRNGJCZN,1,1,1
LMGTHLVU,1,1,1
DGEUHCBG,1,1,1
NPLRKWLJ,1,1,1
MTHLCDUM,1,1,1
EJRDTKAC,1,1,1
DAJSPQBG,1,1,1
DFRMMJVL,1,1,1
ETMPURFI,1,1,1
GJGSDEGF,1,1,1
ZUZGNOAQ,1,1,1
TLJGEDTN,1,1,1
EAPHQILR,1,1,1
LHHMRPEF,1,1,1
HWXRPKQD,1,1,1
YVCWXQQI,1,1,1
PFNPFPEF,1,1,1
KPCIGTCJ,1,1,1
ARUJSRLD,1,1,1
XISIJUNA,1,1,1
QIWEGMQU,1,1,1
XVBZGKYA,1,1,1
TCFYJBJE,1,1,1
BKGRICDE,1,1,1
ZZSCXCUH,1,1,1
CCKBXASY,1,1,1
XPEIUPVW,1,1,1
KIMSSHLT,1,1,1
HSDUWYUV,1,1,1
GJPMLBRK,1,1,1
SJHSRQYM,1,1,1
NKHAHNDK,1,1,1
OYQQORPR,1,1,1
WYHAJSWZ,1,1,1
FUWNYCXB,1,1,1
LWTRLZTO,1,1,1
MSVKLSII,1,1,1
HBJVMKUV,1,1,1
NMSHOBHE,1,1,1
ZMOSXFVY,1,1,1
HNWFTBZJ,1,1,1
TFYGWCWO,1,1,1
MDPTFGNV,1,1,1
SFHRJXAW,1,1,1
TOTCYZAJ,1,1,1
FZORUPKH,1,1,1
SFJNFTWR,1,1,1
XSIFZFOF,1,1,1
PWNPWRGA,1,1,1
PWTNYZNE,1,1,1
HTFLHOIO,1,1,1
DLERPMOF,1,1,1
SVOEMDMO,1,1,1
GEZNOCSY,1,1,1
AILUBIEN,1,1,1
ARJCATJZ,1,1,1
NYTMYHNV,1,1,1
ICTVAQVU,1,1,1
VPFGLKIT,1,1,1
YBXVNLNY,1,1,1
QLFBYHRZ,1,1,1
UQFEKPIQ,1,1,1
SJJKPKCD,1,1,1
NJJZSVBD,1,1,1
JQQHORXB,1,1,1
SYGNNAUD,1,1,1
PYQSWAGG,1,1,1
QJEZSLTQ,1,1,1
HRSYBDWE,1,1,1
PLWCEFPP,1,1,1
ASBJWCYU,1,1,1
SUVKVLDD,1,1,1
RUKAGRBY,1,1,1
FAKVKEXR,1,1,1
FVDXWZQM,1,1,1
WZTSIECC,1,1,1
CKGRJCIO,1,1,1
FPOEGBBZ,1,1,1
TIFBRKJH,1,1,1
JKLNMNNI,1,1,1
HTCQNSBK,1,1,1
XXNJAYDW,1,1,1
DIOIXRBL,1,1,1
SHDSTHHJ,1,1,1
AFACZKBP,1,1,1
XFLJMTHN,1,1,1
YEFKKPJS,1,1,1
WFLSBQMW,1,1,1
TFDRXBJS,1,1,1
LSBXSWDM,1,1,1
PLUUBECX,1,1,1
ATLZMGYK,1,1,1
EXJZZXDJ,1,1,1
KUQPKRFA,1,1,1
WFCTDJVR,1,1,1
XRAXKAXG,1,1,1
VDHHPEVW,1,1,1
VAWTQSSG,1,1,1
QLNRWYST,1,1,1
LHJEZVJM,1,1,1
FXGGAOFY,1,1,1
BBCXKDIR,1,1,1
XPDOUEBH,1,1,1
QZZWTYFK,1,1,1
MTONWFQJ,1,1,1
MTATFLGY,1,1,1
DWIDKAOS,1,1,1
YGCRFOBV,1,1,1
GBUEHXRG,1,1,1
IVPGYGGI,1,1,1
JRPGRLLF,1,1,1
CPGYLZCM,1,1,1
VAGBZZSJ,1,1,1
BJCBWIUU,1,1,1
IMKTRFHS,1,1,1
XWGHZPAI,1,1,1
FRIGMDYB,1,1,1
CKRLUBCX,1,1,1
IXWTYQSO,1,1,1
XHAWGSNB,1,1,1
MFOQOQJI,1,1,1
CNDPPWSM,1,1,1
TOUNMZQI,1,1,1
MVCQEITN,1,1,1
RNVKQKYL,1,1,1
IBSPUEPV,1,1,1
KYYDDANQ,1,1,1
YUYNXNOD,1,1,1
TGVKCGUN,1,1,1
WFNGEIMD,1,1,1
CHGEMKQL,1,1,1
EUDIENEP,1,1,1
KOAQQYYC,1,1,1
WRKKEEFY,1,1,1
PFKTBLHX,1,1,1
CWXAZXVK,1,1,1
LNDAJFWP,1,1,1
VAMYHSXL,1,1,1
NCHQTCGJ,1,1,1
OQCBRRUZ,1,1,1
MIOBKQBL,1,1,1
HWPMQJIG,1,1,1
MUMWQKGA,1,1,1
XLURPQBX,1,1,1
XUCRCDUV,1,1,1
ZFWTIVMF,1,1,1
MIKBRNRW,1,1,1
FPVHVIXI,1,1,1
CKPCEDNE,1,1,1
XVBFSWAI,1,1,1
ODDVSYTD,1,1,1
PHTJVNLQ,1,1,1
ZNFWPXQW,1,1,1
GXGVOZUW,1,1,1
ZYKXBWWK,1,1,1
APXSXKNW,1,1,1
SAQIHWBA,1,1,1
WEOYPDTN,1,1,1
ZQADZMUS,1,1,1
CFXWPUGD,1,1,1
DBIRIBDK,1,1,1
BEIGAYIO,1,1,1
VBBTLEPT,1,1,1
SMWLXDZJ,1,1,1
SBOILMIO,1,1,1
JZSHAGOO,1,1,1
YUMYCQSJ,1,1,1
