crew_id,BIA,CFE,LRT,MPL,RNS
KQYRQOYJ,1,1,1,1,1
NLAFMJPO,1,1,1,1,1
WPKGLBIN,1,1,1,1,1
JCQSRRBP,1,1,1,1,1
MBYUNUIW,1,1,1,1,1
EDFTYGFY,1,1,1,1,1
LNFZYZZY,1,1,1,1,1
HZJJIJJG,1,1,1,1,1
PJGDXGNW,1,1,1,1,1
BBPUIBOP,1,1,1,1,1
OPYBZXIE,1,1,1,1,1
PFKRDQIO,1,1,1,1,1
ZKCKJRTW,1,1,1,1,1
CGSUPPLE,1,1,1,1,1
DLNWKHTW,1,1,1,1,1
IZJNSUDS,1,1,1,1,1
DEDHXQXP,1,1,1,1,1
OFTXBZFJ,1,1,1,1,1
YHRBSUUB,1,1,1,1,1
SJXRNUIN,1,1,1,1,1
MQVIPHYS,1,1,1,1,1
WLGIQQXD,1,1,1,1,1
VNWIEURC,1,1,1,1,1
QQKLYRIC,1,1,1,1,1
DYBPRVIC,1,1,1,1,1
JDLDQCVQ,1,1,1,1,1
XFPMPTMD,1,1,1,1,1
TRPHFBYY,1,1,1,1,1
YOILTPXL,1,1,1,1,1
UJPETEWG,1,1,1,1,1
WERKDOOH,1,1,1,1,1
GUBEFDZG,1,1,1,1,1
QMOAOQFG,1,1,1,1,1
ABDQCOLH,1,1,1,1,1
KOTGRNMU,1,1,1,1,1
SADTYSQY,1,1,1,1,1
DJHSHGJT,1,1,1,1,1
WLMCZPFI,1,1,1,1,1
PUSSMKHT,1,1,1,1,1
MGOSBFJZ,1,1,1,1,1
OKIJJZZG,1,1,1,1,1
OWZMEZWC,1,1,1,1,1
TQYNLJRA,1,1,1,1,1
HJJWTVZX,1,1,1,1,1
GWJNZJVZ,1,1,1,1,1
XLUFAAOF,1,1,1,1,1
KQPGJVMT,1,1,1,1,1
TVWVIZNI,1,1,1,1,1
NGPQYGFS,1,1,1,1,1
JUXNVWZR,1,1,1,1,1
MFDOQBCJ,1,1,1,1,1
CVPWFVQZ,1,1,1,1,1
PHPSRYSI,1,1,1,1,1
QKOAPGNP,1,1,1,1,1
CCAHBFET,1,1,1,1,1
UBSGCPOU,1,1,1,1,1
DNXEXWAF,1,1,1,1,1
RVBQUVZB,1,1,1,1,1
YNSBOPAM,1,1,1,1,1
YACETVKX,1,1,1,1,1
MTGZDIGD,1,1,1,1,1
UBEBXFAJ,1,1,1,1,1
DOOASXWU,1,1,1,1,1
LLETDNJK,1,1,1,1,1
RTDHHUNQ,1,1,1,1,1
NMCKVLQV,1,1,1,1,1
QKTHQYLU,1,1,1,1,1
NPWGYGGM,1,1,1,1,1
YUCTUWNU,1,1,1,1,1
ONLQMGYD,1,1,1,1,1
MZWNBMYZ,1,1,1,1,1
CMNIPKKV,1,1,1,1,1
KPNXPJJO,1,1,1,1,1
WKIHAOMB,1,1,1,1,1
EXGRIGAO,1,1,1,1,1
VCBXTWZL,1,1,1,1,1
KWCVKASP,1,1,1,1,1
KNYRYQIR,1,1,1,1,1
BGVQPZVX,1,1,1,1,1
RIKDCGGL,1,1,1,1,1
KVZCOHPL,1,1,1,1,1
KJUMFRFW,1,1,1,1,1
TPNPFXUQ,1,1,1,1,1
JCGOBEDT,1,1,1,1,1
YSXTJWBL,1,1,1,1,1
CKQACQNK,1,1,1,1,1
ECKSDQPZ,1,1,1,1,1
FXTYOYYK,1,1,1,1,1
SEWLODDW,1,1,1,1,1
VZGWKGCV,1,1,1,1,1
MDZVQJXB,1,1,1,1,1
ENJAPZMO,1,1,1,1,1
HFJNNSED,1,1,1,1,1
JMJUGOQD,1,1,1,1,1
BKOOLGIT,1,1,1,1,1
ZFGVZYMD,1,1,1,1,1
GPFWCUWL,1,1,1,1,1
RSDCYPDG,1,1,1,1,1
PPTXSXGB,1,1,1,1,1
WASBKFGS,1,1,1,1,1
TSMJHLLD,1,1,1,1,1
UENSUIJT,1,1,1,1,1
KVQWUUNN,1,1,1,1,1
YSOXMIQQ,1,1,1,1,1
BSWUUPQC,1,1,1,1,1
FOEEPSYJ,1,1,1,1,1
EEIITXDC,1,1,1,1,1
QBJQUZOX,1,1,1,1,1
NSEWKTVA,1,1,1,1,1
ZBYURLVL,1,1,1,1,1
UWSAZFFF,1,1,1,1,1
OIZBTAPV,1,1,1,1,1
HMZCBOEB,1,1,1,1,1
LVSTHCTU,1,1,1,1,1
PXMYHXXS,1,1,1,1,1
GPGXARLA,1,1,1,1,1
OHWSTWDP,1,1,1,1,1
ZJOPTPXX,1,1,1,1,1
TMLFQWDL,1,1,1,1,1
TZQHYAPE,1,1,1,1,1
ERUCHZXB,1,1,1,1,1
IWPDXRYI,1,1,1,1,1
SKAARSEC,1,1,1,1,1
MCBYGZOA,1,1,1,1,1
JJZFOBDB,1,1,1,1,1
ONTJJYHQ,1,1,1,1,1
ENAFHNUF,1,1,1,1,1
LNSIHAYL,1,1,1,1,1
VXXOHJTP,1,1,1,1,1
WQNZVYFY,1,1,1,1,1
AJWOORAD,1,1,1,1,1
UCEFBLDH,1,1,1,1,1
MCPMREFW,1,1,1,1,1
YSGPCEPV,1,1,1,1,1
ODLUEVQV,1,1,1,1,1
QICYOQGV,1,1,1,1,1
CBDGFVFK,1,1,1,1,1
SVPVBWNY,1,1,1,1,1
ICCQXOJP,1,1,1,1,1
BJBUGBFF,1,1,1,1,1
OJXHUFHQ,1,1,1,1,1
KPEHYADX,1,1,1,1,1
NVZMMZFS,1,1,1,1,1
SSDDTWJA,1,1,1,1,1
GIYFRKXL,1,1,1,1,1
HQCCOSNU,1,1,1,1,1
ARUBMUPK,1,1,1,1,1
IJHOWFZO,1,1,1,1,1
NEFMGWVW,1,1,1,1,1
KBBXTJMZ,1,1,1,1,1
VNNPWMIZ,1,1,1,1,1
FDHUBTFD,1,1,1,1,1
BFJNYURZ,1,1,1,1,1
PBGWNNIE,1,1,1,1,1
UTRYUCRI,1,1,1,1,1
XONTMQQU,1,1,1,1,1
DSWIXGTQ,1,1,1,1,1
GHWFZXFI,1,1,1,1,1
UNHSHRYW,1,1,1,1,1
VCLYBMBD,1,1,1,1,1
UEKMVYFK,1,1,1,1,1
BAZDHRJL,1,1,1,1,1
ZWBTOFSI,1,1,1,1,1
QEUXEMND,1,1,1,1,1
AARCWUJA,1,1,1,1,1
DBBOXXJQ,1,1,1,1,1
QJOHDXIA,1,1,1,1,1
RQLNPPOX,1,1,1,1,1
KVOHDGJW,1,1,1,1,1
QKMUSGMO,1,1,1,1,1
RBOCTZCC,1,1,1,1,1
LHXLWZZQ,1,1,1,1,1
DCQXYDLP,1,1,1,1,1
MILRUZBQ,1,1,1,1,1
XMTTDXPJ,1,1,1,1,1
YXJEGKOF,1,1,1,1,1
OEEEVAQC,1,1,1,1,1
JHYFHRTY,1,1,1,1,1
IXREXUVL,1,1,1,1,1
JCKLHYIX,1,1,1,1,1
YJXAKGNQ,1,1,1,1,1
VVIDFJFV,1,1,1,1,1
IVTEOTZN,1,1,1,1,1
BXDNHSAO,1,1,1,1,1
FVKDREWW,1,1,1,1,1
WROGDUNA,1,1,1,1,1
OKFKZFFS,1,1,1,1,1
FASHUYOW,1,1,1,1,1
UGSSJLCT,1,1,1,1,1
LZGZOBLA,1,1,1,1,1
LSCEBAQF,1,1,1,1,1
WGVPLDDS,1,1,1,1,1
EIBMSWOS,1,1,1,1,1
SDAEWVAQ,1,1,1,1,1
WMNRUQCW,1,1,1,1,1
NVPUDBBG,1,1,1,1,1
QBRUGLVC,1,1,1,1,1
XJRVPTZT,1,1,1,1,1
PRRXCPGV,1,1,1,1,1
ZBMBEWPC,1,1,1,1,1
VAEEHHCQ,1,1,1,1,1
HCJOSGRY,1,1,1,1,1
XWUHJMPF,1,1,1,1,1
NLPQAYQC,1,1,1,1,1
NQAIFNUB,1,1,1,1,1
LEPMUPCP,1,1,1,1,1
WWRNKXVF,1,1,1,1,1
OXBOSYSE,1,1,1,1,1
BYTFSUSA,1,1,1,1,1
RTUECRXS,1,1,1,1,1
QHCPOXEA,1,1,1,1,1
OUYKGKHV,1,1,1,1,1
WLTANWZO,1,1,1,1,1
NUGKBZOR,1,1,1,1,1
HYNIZXVJ,1,1,1,1,1
DSKPRZBX,1,1,1,1,1
GVEOMOUR,1,1,1,1,1
RSMXMFHD,1,1,1,1,1
DWINRFPJ,1,1,1,1,1
NQDTPWSP,1,1,1,1,1
SSUCSZDM,1,1,1,1,1
JUSYMEFJ,1,1,1,1,1
NHVGTLHF,1,1,1,1,1
HGNLZPEA,1,1,1,1,1
VUURUPDG,1,1,1,1,1
NVMFSBTP,1,1,1,1,1
EIBQASGI,1,1,1,1,1
AFYPIYRZ,1,1,1,1,1
ZOKFQQRR,1,1,1,1,1
XQXLSJQK,1,1,1,1,1
IIUFLUTW,1,1,1,1,1
SEZPUNZL,1,1,1,1,1
LMEJKPIX,1,1,1,1,1
PFIHDNIS,1,1,1,1,1
AHCZFYSU,1,1,1,1,1
NGPEQJYX,1,1,1,1,1
GUUQBISY,1,1,1,1,1
VFINWVZI,1,1,1,1,1
KBXPPGGA,1,1,1,1,1
EKKRKUPA,1,1,1,1,1
NHWDBRYL,1,1,1,1,1
LFHIXYIM,1,1,1,1,1
YRKHFJSA,1,1,1,1,1
PXYYZMSX,1,1,1,1,1
ZYQTTGOT,1,1,1,1,1
MIVQLYMT,1,1,1,1,1
AWNMKLQO,1,1,1,1,1
TVGMFULB,1,1,1,1,1
TUBNPUCS,1,1,1,1,1
YTSAVOUT,1,1,1,1,1
DAHROKDK,1,1,1,1,1
DNMHZKWF,1,1,1,1,1
HWPXJJLA,1,1,1,1,1
TWHNSOMR,1,1,1,1,1
PDLZSJBR,1,1,1,1,1
JYMWNQID,1,1,1,1,1
PNPDGVWU,1,1,1,1,1
IHRTPNIV,1,1,1,1,1
CIQYXWHE,1,1,1,1,1
MNWXHANY,1,1,1,1,1
UWRJIAFY,1,1,1,1,1
MFIRCDCI,1,1,1,1,1
RREOIFYY,1,1,1,1,1
LSJTQMYB,1,1,1,1,1
TBSQDMSI,1,1,1,1,1
GHTLDKZR,1,1,1,1,1
QCQMYGAN,1,1,1,1,1
KSNZTYWT,1,1,1,1,1
JODCOQIL,1,1,1,1,1
IWRONPLB,1,1,1,1,1
ZTFTWOJT,1,1,1,1,1
PSDTGWCP,1,1,1,1,1
MWHODXZC,1,1,1,1,1
AMBNECVO,1,1,1,1,1
ORRIHSML,1,1,1,1,1
FZPSDAUT,1,1,1,1,1
JAYRYMHI,1,1,1,1,1
PEVNDRNC,1,1,1,1,1
OHYSEFKD,1,1,1,1,1
JBCDIRWN,1,1,1,1,1
QLGXHVBC,1,1,1,1,1
ORIBSCUQ,1,1,1,1,1
BXZQQIKX,1,1,1,1,1
QFPCYORO,1,1,1,1,1
OGZSTDQJ,1,1,1,1,1
PMFDTFFJ,1,1,1,1,1
GZBAZHFW,1,1,1,1,1
DFAXKMQY,1,1,1,1,1
QRBTLJKE,1,1,1,1,1
VQILWXHH,1,1,1,1,1
TMNKSLBS,1,1,1,1,1
FHMAZGLB,1,1,1,1,1
GWVFRGFT,1,1,1,1,1
NPDHFPTP,1,1,1,1,1
BUDPPMAK,1,1,1,1,1
ZSGVLWMP,1,1,1,1,1
QBUXDGTJ,1,1,1,1,1
AEYBFWNL,1,1,1,1,1
NDDINTDR,1,1,1,1,1
DXLJCLYF,1,1,1,1,1
MVDEIWCQ,1,1,1,1,1
TUOKGEYV,1,1,1,1,1
UMHIYMPF,1,1,1,1,1
JWZKXAPT,1,1,1,1,1
OPJSXOOD,1,1,1,1,1
VEMOYVQA,1,1,1,1,1
XDYAPSXC,1,1,1,1,1
IIHRJKQA,1,1,1,1,1
MFGNRLMX,1,1,1,1,1
LNXCVSFT,1,1,1,1,1
RTWONVXW,1,1,1,1,1
LGCBHSWZ,1,1,1,1,1
VVBCNVGV,1,1,1,1,1
KMHPLSZI,1,1,1,1,1
FABIWWSS,1,1,1,1,1
KJERGYBW,1,1,1,1,1
YSDMPYBX,1,1,1,1,1
EQSOJTAJ,1,1,1,1,1
TNYBZFOD,1,1,1,1,1
YAMUVDDM,1,1,1,1,1
EPLYFWOS,1,1,1,1,1
LHTZZELM,1,1,1,1,1
NTFEPGRO,1,1,1,1,1
RQUNZQYZ,1,1,1,1,1
QMCPIJOT,1,1,1,1,1
FPAKCROL,1,1,1,1,1
FTNCITQQ,1,1,1,1,1
AAMMDUHH,1,1,1,1,1
LMQWVMUK,1,1,1,1,1
JJFKTGEO,1,1,1,1,1
QQCLCDCA,1,1,1,1,1
REKXXTRS,1,1,1,1,1
CLARHWKA,1,1,1,1,1
DYGEJGVG,1,1,1,1,1
SRLHHFEE,1,1,1,1,1
KPSOXIQY,1,1,1,1,1
KCQZWJCP,1,1,1,1,1
TQCEDNSA,1,1,1,1,1
LORAXJYY,1,1,1,1,1
AQJPBDHS,1,1,1,1,1
QUPSHRUJ,1,1,1,1,1
TEULCMSF,1,1,1,1,1
BEFGDIFH,1,1,1,1,1
FABBYQZQ,1,1,1,1,1
LKJDPEPZ,1,1,1,1,1
ZGWKCKTF,1,1,1,1,1
KDPDWNTS,1,1,1,1,1
UIPXCRKP,1,1,1,1,1
ECPFTMMV,1,1,1,1,1
UCHHNYVV,1,1,1,1,1
EEBIRLFZ,1,1,1,1,1
ROMOREIX,1,1,1,1,1
IKYFROEX,1,1,1,1,1
FUKDCNNF,1,1,1,1,1
UIYZKPIU,1,1,1,1,1
MRYKNZEA,1,1,1,1,1
CMRSDFIT,1,1,1,1,1
JURJJFTU,1,1,1,1,1
WXCSBPKG,1,1,1,1,1
LKBNLMMB,1,1,1,1,1
YSMKSGLC,1,1,1,1,1
KLDXNEQW,1,1,1,1,1
DMCGKQMR,1,1,1,1,1
JLVWDGPN,1,1,1,1,1
SQWDYTNE,1,1,1,1,1
IOEGSXLK,1,1,1,1,1
TRVSOPUP,1,1,1,1,1
FHIEOAWY,1,1,1,1,1
CMKWNOLQ,1,1,1,1,1
THMDHATW,1,1,1,1,1
CDAYUWYK,1,1,1,1,1
MZIVARDO,1,1,1,1,1
ABQTTHIN,1,1,1,1,1
FXKAHKYA,1,1,1,1,1
EJYWAJUH,1,1,1,1,1
MWGLTDYZ,1,1,1,1,1
QOJXSYZI,1,1,1,1,1
JIOTAIBU,1,1,1,1,1
APWUCNMJ,1,1,1,1,1
DLVERXFF,1,1,1,1,1
CJHHPIKN,1,1,1,1,1
YNOCNMEB,1,1,1,1,1
DYDMGIJJ,1,1,1,1,1
KJVIKABN,1,1,1,1,1
DZJVIHZC,1,1,1,1,1
OGHUGIDQ,1,1,1,1,1
RLIJHFMZ,1,1,1,1,1
OOPULSRM,1,1,1,1,1
CMZJHADI,1,1,1,1,1
QUEGYRPA,1,1,1,1,1
WCZUWSYC,1,1,1,1,1
CTMKTKTW,1,1,1,1,1
HXMMUDVY,1,1,1,1,1
SMLBNZOX,1,1,1,1,1
KXOLIMRS,1,1,1,1,1
WZCNPFKY,1,1,1,1,1
GBYGEBDA,1,1,1,1,1
NKDSPZTX,1,1,1,1,1
JNPVJMMD,1,1,1,1,1
QFULEKQB,1,1,1,1,1
KPPFQPID,1,1,1,1,1
HBMBUITO,1,1,1,1,1
KCVLSEIN,1,1,1,1,1
XXGGDLPV,1,1,1,1,1
YZGWUHJC,1,1,1,1,1
APGDPUUG,1,1,1,1,1
EVAOGTEQ,1,1,1,1,1
JQYYRVKX,1,1,1,1,1
FKHCRRBV,1,1,1,1,1
BQLSZRSM,1,1,1,1,1
BBDDUKSX,1,1,1,1,1
AGKNTOKV,1,1,1,1,1
IIKOJCOX,1,1,1,1,1
LAJSVYVK,1,1,1,1,1
TPHEDKEF,1,1,1,1,1
HQAETVFR,1,1,1,1,1
IDGANQAC,1,1,1,1,1
GNQZQUJK,1,1,1,1,1
KDKAFEOA,1,1,1,1,1
NRMEFMJZ,1,1,1,1,1
FQOEWEXO,1,1,1,1,1
KAMYCIEU,1,1,1,1,1
UDAFUSTM,1,1,1,1,1
BCLLQYHS,1,1,1,1,1
CWMIIAAF,1,1,1,1,1
ZRKLNPHL,1,1,1,1,1
BWDIBGHK,1,1,1,1,1
ETKVEIRM,1,1,1,1,1
RPMQPUFC,1,1,1,1,1
JTATRRPS,1,1,1,1,1
QGDKXTCJ,1,1,1,1,1
SGFPUSFN,1,1,1,1,1
URFDQRSJ,1,1,1,1,1
AGLFHSYM,1,1,1,1,1
RNTGFWDR,1,1,1,1,1
TGSUXNIC,1,1,1,1,1
JPFVTLYY,1,1,1,1,1
EJOVONEH,1,1,1,1,1
HGUVVWES,1,1,1,1,1
ETIIQKWY,1,1,1,1,1
BPTWQNRP,1,1,1,1,1
YLOLSAYL,1,1,1,1,1
LIPDSMQH,1,1,1,1,1
CBBLASOV,1,1,1,1,1
ZCILLUAA,1,1,1,1,1
XUYJWSCT,1,1,1,1,1
KJVVWSXR,1,1,1,1,1
NKRGNIRB,1,1,1,1,1
KJRLXWWX,1,1,1,1,1
EDOIVSFE,1,1,1,1,1
PWAOYYYR,1,1,1,1,1
AXRCMUDJ,1,1,1,1,1
FWHWXEWS,1,1,1,1,1
JNOOSCPB,1,1,1,1,1
MBVKAEHC,1,1,1,1,1
DGFPLIRB,1,1,1,1,1
HPAAKXJO,1,1,1,1,1
TEAAHNGG,1,1,1,1,1
BGCUZPPJ,1,1,1,1,1
UKJQTPPC,1,1,1,1,1
WCJPYBSQ,1,1,1,1,1
BPDXGYRR,1,1,1,1,1
