airport,start,finish,capacity,type,misuse_penalty
CLY,2006-01-07T11:00,2006-01-07T12:00,1,t,0
CLY,2006-01-07T12:00,2006-01-07T13:00,1,t,0
CLY,2006-01-07T13:00,2006-01-07T14:00,1,t,0
CLY,2006-01-07T14:00,2006-01-07T15:00,1,t,0
CLY,2006-01-07T15:00,2006-01-07T16:00,1,t,0
CLY,2006-01-07T16:00,2006-01-07T17:00,1,t,0
CLY,2006-01-07T17:00,2006-01-07T18:00,1,t,0
CLY,2006-01-07T18:00,2006-01-07T19:00,1,t,0
CLY,2006-01-07T19:00,2006-01-07T20:00,1,t,0
CLY,2006-01-07T20:00,2006-01-07T21:00,1,t,0
CLY,2006-01-07T05:00,2006-01-07T06:00,1,l,0
CLY,2006-01-07T06:00,2006-01-07T07:00,1,l,0
CLY,2006-01-07T07:00,2006-01-07T08:00,1,l,0
CLY,2006-01-07T08:00,2006-01-07T09:00,1,l,0
CLY,2006-01-07T09:00,2006-01-07T10:00,1,l,4000
CLY,2006-01-07T10:00,2006-01-07T11:00,1,l,0
CLY,2006-01-07T11:00,2006-01-07T12:00,1,l,0
CLY,2006-01-07T12:00,2006-01-07T13:00,1,l,0
CLY,2006-01-07T13:00,2006-01-07T14:00,1,l,0
CLY,2006-01-07T14:00,2006-01-07T15:00,1,l,0
CLY,2006-01-07T15:00,2006-01-07T16:00,1,l,0
CLY,2006-01-07T16:00,2006-01-07T17:00,1,l,0
CLY,2006-01-07T17:00,2006-01-07T18:00,1,l,0
CLY,2006-01-07T18:00,2006-01-07T19:00,1,l,0
CLY,2006-01-07T19:00,2006-01-07T20:00,1,l,0
CLY,2006-01-07T20:00,2006-01-07T21:00,1,l,0
ETZ,2006-01-07T05:00,2006-01-07T06:00,1,t,0
ETZ,2006-01-07T06:00,2006-01-07T07:00,1,t,0
ETZ,2006-01-07T07:00,2006-01-07T08:00,1,t,0
ETZ,2006-01-07T08:00,2006-01-07T09:00,1,t,0
ETZ,2006-01-07T09:00,2006-01-07T10:00,1,t,0
ETZ,2006-01-07T10:00,2006-01-07T11:00,1,t,0
ETZ,2006-01-07T11:00,2006-01-07T12:00,1,t,0
ETZ,2006-01-07T12:00,2006-01-07T13:00,1,t,0
ETZ,2006-01-07T13:00,2006-01-07T14:00,1,t,0
ETZ,2006-01-07T14:00,2006-01-07T15:00,1,t,0
ETZ,2006-01-07T15:00,2006-01-07T16:00,1,t,0
ETZ,2006-01-07T16:00,2006-01-07T17:00,1,t,0
ETZ,2006-01-07T17:00,2006-01-07T18:00,1,t,0
ETZ,2006-01-07T18:00,2006-01-07T19:00,1,t,1000
ETZ,2006-01-07T19:00,2006-01-07T20:00,1,t,0
ETZ,2006-01-07T20:00,2006-01-07T21:00,1,t,0
ETZ,2006-01-07T21:00,2006-01-07T22:00,1,t,0
ETZ,2006-01-07T22:00,2006-01-07T23:00,1,t,0
ETZ,2006-01-07T23:00,2006-01-08T00:00,1,t,0
ETZ,2006-01-07T05:00,2006-01-07T06:00,1,l,0
ETZ,2006-01-07T06:00,2006-01-07T07:00,1,l,0
ETZ,2006-01-07T07:00,2006-01-07T08:00,1,l,0
ETZ,2006-01-07T08:00,2006-01-07T09:00,1,l,0
ETZ,2006-01-07T09:00,2006-01-07T10:00,1,l,0
ETZ,2006-01-07T10:00,2006-01-07T11:00,1,l,0
ETZ,2006-01-07T11:00,2006-01-07T12:00,1,l,0
ETZ,2006-01-07T12:00,2006-01-07T13:00,1,l,0
ETZ,2006-01-07T13:00,2006-01-07T14:00,1,l,1000
ETZ,2006-01-07T14:00,2006-01-07T15:00,1,l,0
ETZ,2006-01-07T15:00,2006-01-07T16:00,1,l,0
ETZ,2006-01-07T16:00,2006-01-07T17:00,1,l,0
ETZ,2006-01-07T17:00,2006-01-07T18:00,1,l,0
ETZ,2006-01-07T18:00,2006-01-07T19:00,1,l,0
ETZ,2006-01-07T19:00,2006-01-07T20:00,1,l,0
ETZ,2006-01-07T20:00,2006-01-07T21:00,1,l,0
ETZ,2006-01-07T21:00,2006-01-07T22:00,1,l,0
ETZ,2006-01-07T22:00,2006-01-07T23:00,1,l,0
ETZ,2006-01-07T23:00,2006-01-08T00:00,1,l,0
FSC,2006-01-07T05:00,2006-01-07T06:00,1,t,0
FSC,2006-01-07T06:00,2006-01-07T07:00,1,t,0
FSC,2006-01-07T07:00,2006-01-07T08:00,1,t,0
FSC,2006-01-07T08:00,2006-01-07T09:00,1,t,0
FSC,2006-01-07T09:00,2006-01-07T10:00,1,t,0
FSC,2006-01-07T10:00,2006-01-07T11:00,1,t,0
FSC,2006-01-07T11:00,2006-01-07T12:00,1,t,0
FSC,2006-01-07T12:00,2006-01-07T13:00,0,t,0
FSC,2006-01-07T13:00,2006-01-07T14:00,1,t,0
FSC,2006-01-07T14:00,2006-01-07T15:00,1,t,0
FSC,2006-01-07T15:00,2006-01-07T16:00,1,t,0
FSC,2006-01-07T16:00,2006-01-07T17:00,1,t,4000
FSC,2006-01-07T17:00,2006-01-07T18:00,1,t,0
FSC,2006-01-07T18:00,2006-01-07T19:00,1,t,0
FSC,2006-01-07T19:00,2006-01-07T20:00,1,t,0
FSC,2006-01-07T20:00,2006-01-07T21:00,1,t,0
FSC,2006-01-07T21:00,2006-01-07T22:00,1,t,0
FSC,2006-01-07T22:00,2006-01-07T23:00,1,t,0
FSC,2006-01-07T23:00,2006-01-08T00:00,1,t,0
FSC,2006-01-07T05:00,2006-01-07T06:00,1,l,0
FSC,2006-01-07T06:00,2006-01-07T07:00,1,l,0
FSC,2006-01-07T07:00,2006-01-07T08:00,1,l,0
FSC,2006-01-07T08:00,2006-01-07T09:00,1,l,9000
FSC,2006-01-07T09:00,2006-01-07T10:00,1,l,0
FSC,2006-01-07T10:00,2006-01-07T11:00,1,l,0
FSC,2006-01-07T11:00,2006-01-07T12:00,1,l,0
FSC,2006-01-07T12:00,2006-01-07T13:00,1,l,0
FSC,2006-01-07T13:00,2006-01-07T14:00,1,l,0
FSC,2006-01-07T14:00,2006-01-07T15:00,1,l,0
FSC,2006-01-07T15:00,2006-01-07T16:00,1,l,0
FSC,2006-01-07T16:00,2006-01-07T17:00,1,l,0
FSC,2006-01-07T17:00,2006-01-07T18:00,1,l,0
FSC,2006-01-07T18:00,2006-01-07T19:00,1,l,0
FSC,2006-01-07T19:00,2006-01-07T20:00,1,l,8000
FSC,2006-01-07T20:00,2006-01-07T21:00,1,l,0
FSC,2006-01-07T21:00,2006-01-07T22:00,1,l,0
FSC,2006-01-07T22:00,2006-01-07T23:00,1,l,0
FSC,2006-01-07T23:00,2006-01-08T00:00,1,l,0
LDE,2006-01-07T05:00,2006-01-07T06:00,1,t,0
LDE,2006-01-07T06:00,2006-01-07T07:00,1,t,0
LDE,2006-01-07T07:00,2006-01-07T08:00,1,t,0
LDE,2006-01-07T08:00,2006-01-07T09:00,1,t,0
LDE,2006-01-07T09:00,2006-01-07T10:00,1,t,0
LDE,2006-01-07T10:00,2006-01-07T11:00,1,t,0
LDE,2006-01-07T11:00,2006-01-07T12:00,1,t,0
LDE,2006-01-07T12:00,2006-01-07T13:00,1,t,0
LDE,2006-01-07T13:00,2006-01-07T14:00,1,t,0
LDE,2006-01-07T14:00,2006-01-07T15:00,1,t,0
LDE,2006-01-07T15:00,2006-01-07T16:00,1,t,0
LDE,2006-01-07T16:00,2006-01-07T17:00,1,t,0
LDE,2006-01-07T17:00,2006-01-07T18:00,1,t,0
LDE,2006-01-07T18:00,2006-01-07T19:00,1,t,0
LDE,2006-01-07T19:00,2006-01-07T20:00,1,t,0
LDE,2006-01-07T20:00,2006-01-07T21:00,1,t,0
LDE,2006-01-07T05:00,2006-01-07T06:00,1,l,0
LDE,2006-01-07T06:00,2006-01-07T07:00,1,l,0
LDE,2006-01-07T07:00,2006-01-07T08:00,1,l,0
LDE,2006-01-07T08:00,2006-01-07T09:00,1,l,0
LDE,2006-01-07T09:00,2006-01-07T10:00,1,l,0
LDE,2006-01-07T10:00,2006-01-07T11:00,1,l,0
LDE,2006-01-07T11:00,2006-01-07T12:00,1,l,0
LDE,2006-01-07T12:00,2006-01-07T13:00,1,l,0
LDE,2006-01-07T13:00,2006-01-07T14:00,1,l,0
LDE,2006-01-07T14:00,2006-01-07T15:00,1,l,0
LDE,2006-01-07T15:00,2006-01-07T16:00,1,l,0
LDE,2006-01-07T16:00,2006-01-07T17:00,1,l,0
LDE,2006-01-07T17:00,2006-01-07T18:00,1,l,0
LDE,2006-01-07T18:00,2006-01-07T19:00,1,l,0
LDE,2006-01-07T19:00,2006-01-07T20:00,1,l,0
LDE,2006-01-07T20:00,2006-01-07T21:00,1,l,0
LEH,2006-01-07T05:00,2006-01-07T06:00,1,t,0
LEH,2006-01-07T06:00,2006-01-07T07:00,1,t,0
LEH,2006-01-07T07:00,2006-01-07T08:00,1,t,0
LEH,2006-01-07T08:00,2006-01-07T09:00,1,t,0
LEH,2006-01-07T09:00,2006-01-07T10:00,1,t,0
LEH,2006-01-07T10:00,2006-01-07T11:00,1,t,0
LEH,2006-01-07T11:00,2006-01-07T12:00,1,t,0
LEH,2006-01-07T12:00,2006-01-07T13:00,1,t,3000
LEH,2006-01-07T13:00,2006-01-07T14:00,1,t,0
LEH,2006-01-07T14:00,2006-01-07T15:00,1,t,0
LEH,2006-01-07T15:00,2006-01-07T16:00,1,t,0
LEH,2006-01-07T16:00,2006-01-07T17:00,1,t,8000
LEH,2006-01-07T17:00,2006-01-07T18:00,1,t,0
LEH,2006-01-07T18:00,2006-01-07T19:00,1,t,0
LEH,2006-01-07T19:00,2006-01-07T20:00,1,t,0
LEH,2006-01-07T20:00,2006-01-07T21:00,1,t,0
LEH,2006-01-07T21:00,2006-01-07T22:00,1,t,0
LEH,2006-01-07T22:00,2006-01-07T23:00,1,t,0
LEH,2006-01-07T23:00,2006-01-08T00:00,1,t,0
LEH,2006-01-07T05:00,2006-01-07T06:00,1,l,0
LEH,2006-01-07T06:00,2006-01-07T07:00,1,l,0
LEH,2006-01-07T07:00,2006-01-07T08:00,1,l,0
LEH,2006-01-07T08:00,2006-01-07T09:00,1,l,0
LEH,2006-01-07T09:00,2006-01-07T10:00,1,l,0
LEH,2006-01-07T10:00,2006-01-07T11:00,1,l,0
LEH,2006-01-07T11:00,2006-01-07T12:00,1,l,0
LEH,2006-01-07T12:00,2006-01-07T13:00,1,l,0
LEH,2006-01-07T13:00,2006-01-07T14:00,1,l,2000
LEH,2006-01-07T14:00,2006-01-07T15:00,1,l,0
LEH,2006-01-07T15:00,2006-01-07T16:00,1,l,0
LEH,2006-01-07T16:00,2006-01-07T17:00,1,l,0
LEH,2006-01-07T17:00,2006-01-07T18:00,1,l,0
LEH,2006-01-07T18:00,2006-01-07T19:00,1,l,0
LEH,2006-01-07T19:00,2006-01-07T20:00,1,l,0
LEH,2006-01-07T20:00,2006-01-07T21:00,1,l,0
LEH,2006-01-07T21:00,2006-01-07T22:00,1,l,0
LEH,2006-01-07T22:00,2006-01-07T23:00,1,l,0
LEH,2006-01-07T23:00,2006-01-08T00:00,1,l,0
LGW,2006-01-07T00:00,2006-01-07T01:00,1,t,0
LGW,2006-01-07T01:00,2006-01-07T02:00,1,t,0
LGW,2006-01-07T02:00,2006-01-07T03:00,1,t,8000
LGW,2006-01-07T03:00,2006-01-07T04:00,1,t,0
LGW,2006-01-07T04:00,2006-01-07T05:00,1,t,0
LGW,2006-01-07T05:00,2006-01-07T06:00,1,t,0
LGW,2006-01-07T06:00,2006-01-07T07:00,1,t,0
LGW,2006-01-07T00:00,2006-01-07T01:00,1,l,0
LGW,2006-01-07T01:00,2006-01-07T02:00,1,l,0
LGW,2006-01-07T02:00,2006-01-07T03:00,1,l,0
LGW,2006-01-07T03:00,2006-01-07T04:00,1,l,3000
LGW,2006-01-07T04:00,2006-01-07T05:00,1,l,0
LGW,2006-01-07T05:00,2006-01-07T06:00,1,l,0
LGW,2006-01-07T06:00,2006-01-07T07:00,1,l,0
LGW,2006-01-07T07:00,2006-01-07T08:00,2,t,0
LGW,2006-01-07T08:00,2006-01-07T09:00,2,t,0
LGW,2006-01-07T07:00,2006-01-07T08:00,2,l,0
LGW,2006-01-07T08:00,2006-01-07T09:00,2,l,0
LGW,2006-01-07T09:00,2006-01-07T10:00,1,t,0
LGW,2006-01-07T10:00,2006-01-07T11:00,1,t,0
LGW,2006-01-07T11:00,2006-01-07T12:00,1,t,0
LGW,2006-01-07T12:00,2006-01-07T13:00,1,t,0
LGW,2006-01-07T13:00,2006-01-07T14:00,1,t,0
LGW,2006-01-07T14:00,2006-01-07T15:00,1,t,2000
LGW,2006-01-07T15:00,2006-01-07T16:00,1,t,0
LGW,2006-01-07T16:00,2006-01-07T17:00,1,t,0
LGW,2006-01-07T17:00,2006-01-07T18:00,1,t,0
LGW,2006-01-07T18:00,2006-01-07T19:00,1,t,0
LGW,2006-01-07T19:00,2006-01-07T20:00,1,t,0
LGW,2006-01-07T20:00,2006-01-07T21:00,1,t,0
LGW,2006-01-07T21:00,2006-01-07T22:00,1,t,0
LGW,2006-01-07T22:00,2006-01-07T23:00,1,t,1000
LGW,2006-01-07T23:00,2006-01-08T00:00,1,t,0
LGW,2006-01-07T09:00,2006-01-07T10:00,1,l,0
LGW,2006-01-07T10:00,2006-01-07T11:00,1,l,0
LGW,2006-01-07T11:00,2006-01-07T12:00,1,l,0
LGW,2006-01-07T12:00,2006-01-07T13:00,1,l,9000
LGW,2006-01-07T13:00,2006-01-07T14:00,1,l,0
LGW,2006-01-07T14:00,2006-01-07T15:00,1,l,0
LGW,2006-01-07T15:00,2006-01-07T16:00,1,l,0
LGW,2006-01-07T16:00,2006-01-07T17:00,1,l,0
LGW,2006-01-07T17:00,2006-01-07T18:00,1,l,0
LGW,2006-01-07T18:00,2006-01-07T19:00,1,l,0
LGW,2006-01-07T19:00,2006-01-07T20:00,1,l,0
LGW,2006-01-07T20:00,2006-01-07T21:00,1,l,0
LGW,2006-01-07T21:00,2006-01-07T22:00,1,l,0
LGW,2006-01-07T22:00,2006-01-07T23:00,1,l,0
LGW,2006-01-07T23:00,2006-01-08T00:00,1,l,0
LIG,2006-01-07T05:00,2006-01-07T06:00,2,t,0
LIG,2006-01-07T06:00,2006-01-07T07:00,2,t,0
LIG,2006-01-07T05:00,2006-01-07T06:00,1,l,0
LIG,2006-01-07T06:00,2006-01-07T07:00,1,l,0
LIG,2006-01-07T07:00,2006-01-07T08:00,1,t,0
LIG,2006-01-07T08:00,2006-01-07T09:00,1,t,0
LIG,2006-01-07T09:00,2006-01-07T10:00,1,t,0
LIG,2006-01-07T10:00,2006-01-07T11:00,1,t,0
LIG,2006-01-07T11:00,2006-01-07T12:00,1,t,0
LIG,2006-01-07T12:00,2006-01-07T13:00,1,t,0
LIG,2006-01-07T13:00,2006-01-07T14:00,1,t,0
LIG,2006-01-07T14:00,2006-01-07T15:00,1,t,0
LIG,2006-01-07T15:00,2006-01-07T16:00,1,t,0
LIG,2006-01-07T16:00,2006-01-07T17:00,1,t,4000
LIG,2006-01-07T17:00,2006-01-07T18:00,1,t,0
LIG,2006-01-07T18:00,2006-01-07T19:00,1,t,0
LIG,2006-01-07T19:00,2006-01-07T20:00,1,t,0
LIG,2006-01-07T20:00,2006-01-07T21:00,1,t,0
LIG,2006-01-07T21:00,2006-01-07T22:00,1,t,0
LIG,2006-01-07T22:00,2006-01-07T23:00,1,t,0
LIG,2006-01-07T23:00,2006-01-08T00:00,1,t,0
LIG,2006-01-07T07:00,2006-01-07T08:00,1,l,0
LIG,2006-01-07T08:00,2006-01-07T09:00,1,l,3000
LIG,2006-01-07T09:00,2006-01-07T10:00,1,l,0
LIG,2006-01-07T10:00,2006-01-07T11:00,1,l,0
LIG,2006-01-07T11:00,2006-01-07T12:00,1,l,0
LIG,2006-01-07T12:00,2006-01-07T13:00,1,l,0
LIG,2006-01-07T13:00,2006-01-07T14:00,1,l,0
LIG,2006-01-07T14:00,2006-01-07T15:00,1,l,0
LIG,2006-01-07T15:00,2006-01-07T16:00,1,l,0
LIG,2006-01-07T16:00,2006-01-07T17:00,1,l,0
LIG,2006-01-07T17:00,2006-01-07T18:00,1,l,0
LIG,2006-01-07T18:00,2006-01-07T19:00,1,l,0
LIG,2006-01-07T19:00,2006-01-07T20:00,1,l,0
LIG,2006-01-07T20:00,2006-01-07T21:00,1,l,2000
LIG,2006-01-07T21:00,2006-01-07T22:00,1,l,0
LIG,2006-01-07T22:00,2006-01-07T23:00,1,l,0
LIG,2006-01-07T23:00,2006-01-08T00:00,1,l,0
LIL,2006-01-07T00:00,2006-01-07T01:00,1,t,0
LIL,2006-01-07T01:00,2006-01-07T02:00,1,t,0
LIL,2006-01-07T02:00,2006-01-07T03:00,1,t,0
LIL,2006-01-07T03:00,2006-01-07T04:00,1,t,2000
LIL,2006-01-07T04:00,2006-01-07T05:00,1,t,0
LIL,2006-01-07T05:00,2006-01-07T06:00,1,t,0
LIL,2006-01-07T06:00,2006-01-07T07:00,1,t,0
LIL,2006-01-07T07:00,2006-01-07T08:00,1,t,0
LIL,2006-01-07T08:00,2006-01-07T09:00,1,t,0
LIL,2006-01-07T09:00,2006-01-07T10:00,1,t,0
LIL,2006-01-07T10:00,2006-01-07T11:00,1,t,0
LIL,2006-01-07T11:00,2006-01-07T12:00,1,t,2000
LIL,2006-01-07T12:00,2006-01-07T13:00,1,t,0
LIL,2006-01-07T13:00,2006-01-07T14:00,1,t,0
LIL,2006-01-07T14:00,2006-01-07T15:00,1,t,0
LIL,2006-01-07T15:00,2006-01-07T16:00,1,t,1000
LIL,2006-01-07T16:00,2006-01-07T17:00,1,t,0
LIL,2006-01-07T17:00,2006-01-07T18:00,1,t,0
LIL,2006-01-07T18:00,2006-01-07T19:00,1,t,0
LIL,2006-01-07T19:00,2006-01-07T20:00,1,t,0
LIL,2006-01-07T20:00,2006-01-07T21:00,1,t,0
LIL,2006-01-07T21:00,2006-01-07T22:00,1,t,0
LIL,2006-01-07T22:00,2006-01-07T23:00,1,t,0
LIL,2006-01-07T23:00,2006-01-08T00:00,1,t,0
LIL,2006-01-07T00:00,2006-01-07T01:00,1,l,0
LIL,2006-01-07T01:00,2006-01-07T02:00,1,l,0
LIL,2006-01-07T02:00,2006-01-07T03:00,1,l,8000
LIL,2006-01-07T03:00,2006-01-07T04:00,1,l,0
LIL,2006-01-07T04:00,2006-01-07T05:00,1,l,0
LIL,2006-01-07T05:00,2006-01-07T06:00,1,l,0
LIL,2006-01-07T06:00,2006-01-07T07:00,1,l,0
LIL,2006-01-07T07:00,2006-01-07T08:00,1,l,0
LIL,2006-01-07T08:00,2006-01-07T09:00,1,l,0
LIL,2006-01-07T09:00,2006-01-07T10:00,1,l,0
LIL,2006-01-07T10:00,2006-01-07T11:00,1,l,2000
LIL,2006-01-07T11:00,2006-01-07T12:00,1,l,0
LIL,2006-01-07T12:00,2006-01-07T13:00,1,l,0
LIL,2006-01-07T13:00,2006-01-07T14:00,1,l,0
LIL,2006-01-07T14:00,2006-01-07T15:00,1,l,0
LIL,2006-01-07T15:00,2006-01-07T16:00,1,l,0
LIL,2006-01-07T16:00,2006-01-07T17:00,1,l,0
LIL,2006-01-07T17:00,2006-01-07T18:00,1,l,0
LIL,2006-01-07T18:00,2006-01-07T19:00,2,l,0
LIL,2006-01-07T19:00,2006-01-07T20:00,1,l,0
LIL,2006-01-07T20:00,2006-01-07T21:00,1,l,0
LIL,2006-01-07T21:00,2006-01-07T22:00,1,l,0
LIL,2006-01-07T22:00,2006-01-07T23:00,1,l,0
LIL,2006-01-07T23:00,2006-01-08T00:00,1,l,9000
LRT,2006-01-07T05:00,2006-01-07T06:00,1,t,0
LRT,2006-01-07T06:00,2006-01-07T07:00,1,t,0
LRT,2006-01-07T07:00,2006-01-07T08:00,1,t,0
LRT,2006-01-07T08:00,2006-01-07T09:00,1,t,0
LRT,2006-01-07T09:00,2006-01-07T10:00,1,t,0
LRT,2006-01-07T10:00,2006-01-07T11:00,1,t,0
LRT,2006-01-07T11:00,2006-01-07T12:00,1,t,0
LRT,2006-01-07T12:00,2006-01-07T13:00,1,t,0
LRT,2006-01-07T05:00,2006-01-07T06:00,1,l,0
LRT,2006-01-07T06:00,2006-01-07T07:00,1,l,0
LRT,2006-01-07T07:00,2006-01-07T08:00,1,l,0
LRT,2006-01-07T08:00,2006-01-07T09:00,1,l,0
LRT,2006-01-07T09:00,2006-01-07T10:00,1,l,0
LRT,2006-01-07T10:00,2006-01-07T11:00,1,l,0
LRT,2006-01-07T11:00,2006-01-07T12:00,1,l,0
LRT,2006-01-07T12:00,2006-01-07T13:00,1,l,0
LRT,2006-01-07T13:00,2006-01-07T14:00,2,t,0
LRT,2006-01-07T14:00,2006-01-07T15:00,2,t,0
LRT,2006-01-07T13:00,2006-01-07T14:00,2,l,0
LRT,2006-01-07T14:00,2006-01-07T15:00,2,l,7000
LRT,2006-01-07T15:00,2006-01-07T16:00,1,t,0
LRT,2006-01-07T16:00,2006-01-07T17:00,1,t,0
LRT,2006-01-07T17:00,2006-01-07T18:00,1,t,0
LRT,2006-01-07T18:00,2006-01-07T19:00,1,t,0
LRT,2006-01-07T19:00,2006-01-07T20:00,1,t,0
LRT,2006-01-07T20:00,2006-01-07T21:00,1,t,0
LRT,2006-01-07T15:00,2006-01-07T16:00,1,l,0
LRT,2006-01-07T16:00,2006-01-07T17:00,1,l,0
LRT,2006-01-07T17:00,2006-01-07T18:00,2,l,0
LRT,2006-01-07T18:00,2006-01-07T19:00,1,l,0
LRT,2006-01-07T19:00,2006-01-07T20:00,1,l,0
LRT,2006-01-07T20:00,2006-01-07T21:00,1,l,0
LYS,2006-01-07T00:00,2006-01-07T01:00,2,t,0
LYS,2006-01-07T01:00,2006-01-07T02:00,2,t,0
LYS,2006-01-07T02:00,2006-01-07T03:00,2,t,0
LYS,2006-01-07T03:00,2006-01-07T04:00,2,t,0
LYS,2006-01-07T04:00,2006-01-07T05:00,2,t,0
LYS,2006-01-07T05:00,2006-01-07T06:00,2,t,0
LYS,2006-01-07T00:00,2006-01-07T01:00,2,l,2000
LYS,2006-01-07T01:00,2006-01-07T02:00,2,l,0
LYS,2006-01-07T02:00,2006-01-07T03:00,2,l,0
LYS,2006-01-07T03:00,2006-01-07T04:00,2,l,0
LYS,2006-01-07T04:00,2006-01-07T05:00,2,l,0
LYS,2006-01-07T05:00,2006-01-07T06:00,2,l,0
LYS,2006-01-07T06:00,2006-01-07T07:00,10,t,0
LYS,2006-01-07T07:00,2006-01-07T08:00,10,t,0
LYS,2006-01-07T06:00,2006-01-07T07:00,8,l,0
LYS,2006-01-07T07:00,2006-01-07T08:00,8,l,0
LYS,2006-01-07T08:00,2006-01-07T09:00,4,t,0
LYS,2006-01-07T09:00,2006-01-07T10:00,4,t,0
LYS,2006-01-07T10:00,2006-01-07T11:00,4,t,0
LYS,2006-01-07T08:00,2006-01-07T09:00,3,l,8000
LYS,2006-01-07T09:00,2006-01-07T10:00,3,l,0
LYS,2006-01-07T10:00,2006-01-07T11:00,3,l,0
LYS,2006-01-07T11:00,2006-01-07T12:00,3,t,0
LYS,2006-01-07T12:00,2006-01-07T13:00,3,t,0
LYS,2006-01-07T11:00,2006-01-07T12:00,2,l,0
LYS,2006-01-07T12:00,2006-01-07T13:00,2,l,0
LYS,2006-01-07T13:00,2006-01-07T14:00,4,t,0
LYS,2006-01-07T14:00,2006-01-07T15:00,4,t,0
LYS,2006-01-07T13:00,2006-01-07T14:00,6,l,0
LYS,2006-01-07T14:00,2006-01-07T15:00,6,l,7000
LYS,2006-01-07T15:00,2006-01-07T16:00,6,t,0
LYS,2006-01-07T16:00,2006-01-07T17:00,6,t,0
LYS,2006-01-07T15:00,2006-01-07T16:00,2,l,0
LYS,2006-01-07T16:00,2006-01-07T17:00,2,l,0
LYS,2006-01-07T17:00,2006-01-07T18:00,2,t,2000
LYS,2006-01-07T18:00,2006-01-07T19:00,2,t,0
LYS,2006-01-07T19:00,2006-01-07T20:00,2,t,0
LYS,2006-01-07T17:00,2006-01-07T18:00,3,l,0
LYS,2006-01-07T18:00,2006-01-07T19:00,3,l,0
LYS,2006-01-07T19:00,2006-01-07T20:00,3,l,0
LYS,2006-01-07T20:00,2006-01-07T21:00,2,t,0
LYS,2006-01-07T21:00,2006-01-07T22:00,2,t,0
LYS,2006-01-07T22:00,2006-01-07T23:00,2,t,0
LYS,2006-01-07T23:00,2006-01-08T00:00,2,t,0
LYS,2006-01-07T20:00,2006-01-07T21:00,2,l,8000
LYS,2006-01-07T21:00,2006-01-07T22:00,2,l,0
LYS,2006-01-07T22:00,2006-01-07T23:00,2,l,0
LYS,2006-01-07T23:00,2006-01-08T00:00,2,l,0
MLH,2006-01-07T00:00,2006-01-07T01:00,1,t,0
MLH,2006-01-07T01:00,2006-01-07T02:00,1,t,0
MLH,2006-01-07T02:00,2006-01-07T03:00,1,t,0
MLH,2006-01-07T03:00,2006-01-07T04:00,1,t,0
MLH,2006-01-07T04:00,2006-01-07T05:00,1,t,0
MLH,2006-01-07T05:00,2006-01-07T06:00,1,t,0
MLH,2006-01-07T06:00,2006-01-07T07:00,1,t,0
MLH,2006-01-07T07:00,2006-01-07T08:00,1,t,0
MLH,2006-01-07T08:00,2006-01-07T09:00,1,t,0
MLH,2006-01-07T00:00,2006-01-07T01:00,1,l,0
MLH,2006-01-07T01:00,2006-01-07T02:00,1,l,0
MLH,2006-01-07T02:00,2006-01-07T03:00,1,l,0
MLH,2006-01-07T03:00,2006-01-07T04:00,1,l,0
MLH,2006-01-07T04:00,2006-01-07T05:00,1,l,0
MLH,2006-01-07T05:00,2006-01-07T06:00,1,l,0
MLH,2006-01-07T06:00,2006-01-07T07:00,1,l,0
MLH,2006-01-07T07:00,2006-01-07T08:00,1,l,0
MLH,2006-01-07T08:00,2006-01-07T09:00,1,l,4000
MLH,2006-01-07T09:00,2006-01-07T10:00,2,t,0
MLH,2006-01-07T10:00,2006-01-07T11:00,2,t,0
MLH,2006-01-07T11:00,2006-01-07T12:00,2,t,0
MLH,2006-01-07T12:00,2006-01-07T13:00,2,t,0
MLH,2006-01-07T13:00,2006-01-07T14:00,2,t,0
MLH,2006-01-07T14:00,2006-01-07T15:00,2,t,0
MLH,2006-01-07T09:00,2006-01-07T10:00,2,l,0
MLH,2006-01-07T10:00,2006-01-07T11:00,2,l,0
MLH,2006-01-07T11:00,2006-01-07T12:00,2,l,0
MLH,2006-01-07T12:00,2006-01-07T13:00,2,l,9000
MLH,2006-01-07T13:00,2006-01-07T14:00,2,l,0
MLH,2006-01-07T14:00,2006-01-07T15:00,2,l,0
MLH,2006-01-07T15:00,2006-01-07T16:00,1,t,0
MLH,2006-01-07T16:00,2006-01-07T17:00,1,t,0
MLH,2006-01-07T17:00,2006-01-07T18:00,1,t,0
MLH,2006-01-07T18:00,2006-01-07T19:00,1,t,0
MLH,2006-01-07T19:00,2006-01-07T20:00,1,t,0
MLH,2006-01-07T20:00,2006-01-07T21:00,1,t,0
MLH,2006-01-07T21:00,2006-01-07T22:00,1,t,0
MLH,2006-01-07T22:00,2006-01-07T23:00,1,t,0
MLH,2006-01-07T23:00,2006-01-08T00:00,1,t,0
MLH,2006-01-07T15:00,2006-01-07T16:00,1,l,0
MLH,2006-01-07T16:00,2006-01-07T17:00,1,l,0
MLH,2006-01-07T17:00,2006-01-07T18:00,1,l,0
MLH,2006-01-07T18:00,2006-01-07T19:00,1,l,0
MLH,2006-01-07T19:00,2006-01-07T20:00,1,l,0
MLH,2006-01-07T20:00,2006-01-07T21:00,1,l,3000
MLH,2006-01-07T21:00,2006-01-07T22:00,1,l,0
MLH,2006-01-07T22:00,2006-01-07T23:00,1,l,0
MLH,2006-01-07T23:00,2006-01-08T00:00,1,l,0
