crew_id,MLH,ORY,URO
MCFCBEPC,1,1,1
IVPWXIOE,1,1,1
QZNZTLOY,1,1,1
VMFCZFJQ,1,1,1
AHVQYTHX,1,1,1
IBHIRYGK,1,1,1
EVFIZYYP,1,1,1
CKSVJGFR,1,1,1
TMPIMHQC,1,1,1
GAQAGKMP,1,1,1
TGYTWECK,1,1,1
LMPBPLEL,1,1,1
FUTOOCJS,1,1,1
RCETAFHJ,1,1,1
YYBONEDB,1,1,1
KKLFMNBP,1,1,1
LKEOEKQV,1,1,1
IFYNFABT,1,1,1
LECDIKYM,1,1,1
TLVQPZPX,1,1,1
WEWMYBDC,1,1,1
RXTDXDPH,1,1,1
YCTFPEFB,1,1,1
GEVZHIDT,1,1,1
CUBDPQTH,1,1,1
BLQEQAON,1,1,1
ZYXJMZCT,1,1,1
EPGSPAQB,1,1,1
ZVADXZOD,1,1,1
YYZQYNAV,1,1,1
MCFTVSUB,1,1,1
NTMDQXOX,1,1,1
JSONISWV,1,1,1
YLKPRVVI,1,1,1
JMBRQRKT,1,1,1
RUPUJUNH,1,1,1
ZGONKRPC,1,1,1
KLHTNVRA,1,1,1
ZZSWYXED,1,1,1
VPTLCVND,1,1,1
OAEURGMK,1,1,1
BCEYLBDT,1,1,1
RMERVJQF,1,1,1
KJXRHBJH,1,1,1
ELPRIBNN,1,1,1
MSYJBQQB,1,1,1
PPPKXVGS,1,1,1
TOSJGXZJ,1,1,1
NTOQHIRI,1,1,1
QLCKRPYM,1,1,1
BCTRFMWC,1,1,1
PXKRHLUV,1,1,1
OYWVPBZS,1,1,1
SGKAUCPQ,1,1,1
EPVFEDDJ,1,1,1
ETPUWWTC,1,1,1
FPRYUCKG,1,1,1
LJVRWTHL,1,1,1
JOSBJKZU,1,1,1
PNSRFEUQ,1,1,1
JNIUFDKH,1,1,1
NSMULBSF,1,1,1
UBGFZEYC,1,1,1
RZVTYFHR,1,1,1
TBJLZLVO,1,1,1
FWVVXMQZ,1,1,1
BIKAQYOT,1,1,1
QRABTLUC,1,1,1
DMAUNHNC,1,1,1
MNTWOEJU,1,1,1
PZOVQISC,1,1,1
LXRXGKLJ,1,1,1
MMTYSAZA,1,1,1
YCYZSBIX,1,1,1
RPGWCIXA,1,1,1
DHJPYDHP,1,1,1
JBTOERTM,1,1,1
TCZTLSPL,1,1,1
ZQMCPSFL,1,1,1
NAATZPDV,1,1,1
YUKDGZJP,1,1,1
NULHOQTZ,1,1,1
VYWPHCMH,1,1,1
LDTUTBZH,1,1,1
TTWEDTXA,1,1,1
EYARIOFH,1,1,1
QGCYQACA,1,1,1
DLVGBQPX,1,1,1
BDDZVIEA,1,1,1
NQLWQDXO,1,1,1
RTZMGUDR,1,1,1
UYCQKKGM,1,1,1
JVBPOHJL,1,1,1
OUTXKHVU,1,1,1
YHQMIWSY,1,1,1
ZEYXSUBU,1,1,1
HWXMMXGF,1,1,1
OVPHOCTX,1,1,1
IOJISOYL,1,1,1
VEXPVWPF,1,1,1
ZGBTYILW,1,1,1
YCIDBEQX,1,1,1
XVHLZIWR,1,1,1
IEQXLAQI,1,1,1
GIXXNSHT,1,1,1
FOIRQWGL,1,1,1
ASWGKOFJ,1,1,1
JKRJLZTK,1,1,1
WWWWXDXK,1,1,1
UINDHCGH,1,1,1
GWPTGJYK,1,1,1
NNAXGEOL,1,1,1
PRJKTHRZ,1,1,1
PXDRVGPG,1,1,1
AKHYYEXJ,1,1,1
WBEREANX,1,1,1
PNAFLLOO,1,1,1
KIGUZEUB,1,1,1
SZKUIVXQ,1,1,1
MERHUVKB,1,1,1
KCQVYOBN,1,1,1
FRZVPIKN,1,1,1
FDJASGSI,1,1,1
WDLGYWMW,1,1,1
DMHAKRHZ,1,1,1
DMJPSAMP,1,1,1
ZTYJNXAS,1,1,1
VDCSMYRP,1,1,1
QCEOLORR,1,1,1
DGFXMGBQ,1,1,1
NZWBIQWG,1,1,1
CYQXPALH,1,1,1
VKNEKQPL,1,1,1
OCQWIWVJ,1,1,1
VYLHYWLK,1,1,1
ZQHHBNJO,1,1,1
KBDGBHBO,1,1,1
GFNKEZOU,1,1,1
RPFRKWPR,1,1,1
AFKBLTQF,1,1,1
UOVOXCVW,1,1,1
YOQFEIDI,1,1,1
JDHXFTRI,1,1,1
YDVUYUCQ,1,1,1
VITPZFRK,1,1,1
NPLUXSMB,1,1,1
KQFURRLT,1,1,1
FIWKEBGQ,1,1,1
OUWHRFPU,1,1,1
JLOMNCJU,1,1,1
UTPVMADI,1,1,1
DMGTERBM,1,1,1
TCLXWQLI,1,1,1
NTMYFNGX,1,1,1
AXSIDFHG,1,1,1
LWINTBUN,1,1,1
XSEVDBEU,1,1,1
EWNFWDXW,1,1,1
RSUFERRM,1,1,1
CAZZQTVT,1,1,1
OHUBTBRY,1,1,1
RZUUNVTK,1,1,1
SHIRJNIL,1,1,1
OFFNHBON,1,1,1
DRSCIHPQ,1,1,1
PXZVUFTZ,1,1,1
EYBLWVYJ,1,1,1
QRJTMVAC,1,1,1
NQXZCFRH,1,1,1
SMLVLGZM,1,1,1
PVQXSXNT,1,1,1
YYCBLHCO,1,1,1
FBAOSBTZ,1,1,1
JGDFTAZQ,1,1,1
OOVKEGBI,1,1,1
SCVAMLZR,1,1,1
LSJDCARO,1,1,1
OQPQFXIT,1,1,1
VBSPHVTP,1,1,1
KNSWPHFQ,1,1,1
HAHIQILV,1,1,1
XXTLWZNQ,1,1,1
QESPFOXO,1,1,1
UVLTOGQD,1,1,1
WTKWSVLP,1,1,1
OPYMOIGD,1,1,1
OPEEXVLU,1,1,1
IRFCDWKQ,1,1,1
NNTPJFAS,1,1,1
ZMXGMRRG,1,1,1
EAJORNYO,1,1,1
JCPVSQPH,1,1,1
QYHHCRGN,1,1,1
JOIQZUON,1,1,1
VLCQGKIJ,1,1,1
KBBSZOFK,1,1,1
GSGRFACX,1,1,1
ZWRTHRTZ,1,1,1
RBSXTCSP,1,1,1
AHEHYOBA,1,1,1
GDHYSXLI,1,1,1
YVRNLJCZ,1,1,1
DSXTLVUI,1,1,1
GJAGNIWY,1,1,1
DVDFDMOS,1,1,1
KFUNSKJJ,1,1,1
WTXJAQRK,1,1,1
WHQQUOCU,1,1,1
YSFOHYGG,1,1,1
OEKUNGIE,1,1,1
MLTOJIGE,1,1,1
EKBPEBEP,1,1,1
COZARXYX,1,1,1
YZFWTYHI,1,1,1
XZULZZBI,1,1,1
DJKEDLYJ,1,1,1
VDQSVXBN,1,1,1
MREHPLBZ,1,1,1
IKPKQEIC,1,1,1
HRURXWPB,1,1,1
PSIUHIEE,1,1,1
HJZETZCR,1,1,1
BBJHLTME,1,1,1
DPPILMZV,1,1,1
WIWVWDDF,1,1,1
MFUIDSIO,1,1,1
TRWGXJOP,1,1,1
ZJCOWECO,1,1,1
ZHIBMQBO,1,1,1
QQTMZXUZ,1,1,1
MJHLGHYE,1,1,1
BCPGKGIW,1,1,1
RZDIMDDE,1,1,1
MMJMJHDX,1,1,1
LOACFBUL,1,1,1
OATZISRL,1,1,1
WJVBGMZZ,1,1,1
PTRVGNUI,1,1,1
XGPPEKNF,1,1,1
UNDDIMTZ,1,1,1
XOHUIJGU,1,1,1
QWCFEPZR,1,1,1
YOCPILFV,1,1,1
SAWCTABG,1,1,1
BCYMGDTN,1,1,1
PFPKYFPZ,1,1,1
OCEJSCHT,1,1,1
IIDFRDWN,1,1,1
KLYIYDPX,1,1,1
EWHDBFRB,1,1,1
HLZYQUMQ,1,1,1
BMOEXIKX,1,1,1
UERXHQUE,1,1,1
IPTXOPAX,1,1,1
