crew_id,AMS,BIQ,BOD,MLH,RNS
YGQQJZIK,1,1,1,1,1
YBSVKKEP,1,1,1,1,1
VBTWUPFH,1,1,1,1,1
ONAOGHEO,1,1,1,1,1
WGNWXIKD,1,1,1,1,1
DCKAIPKH,1,1,1,1,1
IOSPUTSY,1,1,1,1,1
LAXKDMWT,1,1,1,1,1
ODNGPANB,1,1,1,1,1
HFSOWXTG,1,1,1,1,1
XQPKVAIN,1,1,1,1,1
QXNMKSSS,1,1,1,1,1
UTXTEWGA,1,1,1,1,1
WPUOOWEG,1,1,1,1,1
BPPEAWZS,1,1,1,1,1
QCDJDETR,1,1,1,1,1
ZQNMUQQA,1,1,1,1,1
BFSRMJBJ,1,1,1,1,1
BAAOTDUV,1,1,1,1,1
SPDBPPGR,1,1,1,1,1
MUCPYNHT,1,1,1,1,1
OSYXGWRC,1,1,1,1,1
ISHNTMZS,1,1,1,1,1
GEGVRDXG,1,1,1,1,1
XBQRDIUF,1,1,1,1,1
IPGLUDUM,1,1,1,1,1
KWBOBEVM,1,1,1,1,1
ZFYLTTEV,1,1,1,1,1
IPJDLVTI,1,1,1,1,1
JYBEHUTM,1,1,1,1,1
LKNWCYQZ,1,1,1,1,1
UGQVMEQH,1,1,1,1,1
CCEWRWLS,1,1,1,1,1
OXWCENDH,1,1,1,1,1
DPFMUASV,1,1,1,1,1
MLUQIRLW,1,1,1,1,1
BJYJORHS,1,1,1,1,1
JCXPCYXC,1,1,1,1,1
IBAOHPKK,1,1,1,1,1
FUVLEKXK,1,1,1,1,1
MACOESYH,1,1,1,1,1
ENSYENZZ,1,1,1,1,1
CFLJVDVR,1,1,1,1,1
ZIUGJXNC,1,1,1,1,1
BFAEHBQW,1,1,1,1,1
HNJMHWAP,1,1,1,1,1
JGKTLESS,1,1,1,1,1
USPKRFJD,1,1,1,1,1
JHXNAMIT,1,1,1,1,1
NDPSVVPN,1,1,1,1,1
ONHJYMPZ,1,1,1,1,1
AXSUMMEI,1,1,1,1,1
HYNEJVUQ,1,1,1,1,1
QFFPURQA,1,1,1,1,1
XSBGROXM,1,1,1,1,1
PYVJHGLH,1,1,1,1,1
DRNJODVN,1,1,1,1,1
FVOGLRED,1,1,1,1,1
PLFKPTEJ,1,1,1,1,1
EMALGACH,1,1,1,1,1
BEZYWJNQ,1,1,1,1,1
KADQJQDD,1,1,1,1,1
EFRRHLYY,1,1,1,1,1
KRXUVKEN,1,1,1,1,1
LBTAAPCA,1,1,1,1,1
ECIMZANL,1,1,1,1,1
VWYNAZTW,1,1,1,1,1
GVJETOXM,1,1,1,1,1
EYVAHHPY,1,1,1,1,1
DETGWVII,1,1,1,1,1
FWZXWAOZ,1,1,1,1,1
CYRBLZLZ,1,1,1,1,1
ONLONLAF,1,1,1,1,1
QTIXUPCS,1,1,1,1,1
STHXPUAG,1,1,1,1,1
MTXGTIBQ,1,1,1,1,1
FCODXKRM,1,1,1,1,1
YZZSNYLX,1,1,1,1,1
WFUTUWEI,1,1,1,1,1
ZYLVYHJG,1,1,1,1,1
IXCTYHEU,1,1,1,1,1
AONMEJZW,1,1,1,1,1
YDEVMAOQ,1,1,1,1,1
WZQVGZIH,1,1,1,1,1
ZFLXRYOS,1,1,1,1,1
SOROOIYX,1,1,1,1,1
IFXTFDJB,1,1,1,1,1
TUWNJNMY,1,1,1,1,1
FESPIJHK,1,1,1,1,1
GGXSBOIB,1,1,1,1,1
ARCTZFPC,1,1,1,1,1
INQAISLO,1,1,1,1,1
WCLDZMER,1,1,1,1,1
WNQLQZDM,1,1,1,1,1
DJCQYQEV,1,1,1,1,1
ZZFPSFLS,1,1,1,1,1
XRGBGGTJ,1,1,1,1,1
WVKDDUVX,1,1,1,1,1
PWIOYERS,1,1,1,1,1
LJKANZBC,1,1,1,1,1
UVVJSUNA,1,1,1,1,1
LXXEFHNP,1,1,1,1,1
EEEJCURX,1,1,1,1,1
MMKDMBWZ,1,1,1,1,1
BXXXSCNV,1,1,1,1,1
OFWMSJOS,1,1,1,1,1
LQKGOTDF,1,1,1,1,1
FURRQVXE,1,1,1,1,1
ILCLJUER,1,1,1,1,1
ZGKPJRRE,1,1,1,1,1
SDTRRDKC,1,1,1,1,1
JPGZVXOK,1,1,1,1,1
TVKIPXMZ,1,1,1,1,1
UVCEFGGH,1,1,1,1,1
PMUJDHBV,1,1,1,1,1
HJIDUCDB,1,1,1,1,1
XCEVROLJ,1,1,1,1,1
FYWURTOO,1,1,1,1,1
SSCWGYPN,1,1,1,1,1
KJQXRWZZ,1,1,1,1,1
TKMUCPVQ,1,1,1,1,1
VBNNNUJC,1,1,1,1,1
DHPDFYII,1,1,1,1,1
OPZIXUUQ,1,1,1,1,1
EFSVFFYG,1,1,1,1,1
TFWHYXQB,1,1,1,1,1
NQPCWIJU,1,1,1,1,1
XKQBRCHY,1,1,1,1,1
URXZOUVF,1,1,1,1,1
AROBFOGE,1,1,1,1,1
BQQDTSSM,1,1,1,1,1
NLIRODAG,1,1,1,1,1
WPAWIWHI,1,1,1,1,1
UIUIDBSO,1,1,1,1,1
KOOKWSDJ,1,1,1,1,1
GRVROMYH,1,1,1,1,1
JWKJACYN,1,1,1,1,1
XFGENPOV,1,1,1,1,1
IVUBJTLZ,1,1,1,1,1
JEGQTZTW,1,1,1,1,1
ZDTDKRQJ,1,1,1,1,1
EQSSVENY,1,1,1,1,1
RXAVVPLC,1,1,1,1,1
LSKQJRAB,1,1,1,1,1
BLYVYVUS,1,1,1,1,1
RQBJKICV,1,1,1,1,1
XEGXTMJU,1,1,1,1,1
MZZLSOAF,1,1,1,1,1
MUMZFJHZ,1,1,1,1,1
JGHFOVGG,1,1,1,1,1
XDSSUJXD,1,1,1,1,1
GGSIEDAQ,1,1,1,1,1
RWAZRWTP,1,1,1,1,1
YLDDCJXU,1,1,1,1,1
SWRRVQFB,1,1,1,1,1
ZGQUACRH,1,1,1,1,1
IZVIDAAO,1,1,1,1,1
MGUAHXNV,1,1,1,1,1
YAUACJUX,1,1,1,1,1
WULCSAHA,1,1,1,1,1
VWPTKALA,1,1,1,1,1
AFMQJBFK,1,1,1,1,1
YWNLIVZQ,1,1,1,1,1
QCWGBHLO,1,1,1,1,1
CMFYQCFJ,1,1,1,1,1
HSNWHALE,1,1,1,1,1
FTSKSPMR,1,1,1,1,1
LMBEAQTH,1,1,1,1,1
BWIPKNDV,1,1,1,1,1
OQTLYRHE,1,1,1,1,1
AJYFVKBO,1,1,1,1,1
NHHTPXKJ,1,1,1,1,1
YEYNQPYH,1,1,1,1,1
SEMDQVIQ,1,1,1,1,1
GBSWOFLS,1,1,1,1,1
FOMABWJD,1,1,1,1,1
TPKWVKRW,1,1,1,1,1
FISLBTIV,1,1,1,1,1
TYDJQVNU,1,1,1,1,1
VOUQYQIX,1,1,1,1,1
TWRMIUSC,1,1,1,1,1
HGDYDRIW,1,1,1,1,1
GRJRUZKC,1,1,1,1,1
PCYHBDGJ,1,1,1,1,1
HSMDHCEA,1,1,1,1,1
FOLAENYT,1,1,1,1,1
RSVUIJWK,1,1,1,1,1
XBSYGHKU,1,1,1,1,1
ZOZMVJHP,1,1,1,1,1
PHVWWQCX,1,1,1,1,1
QVAQKLKT,1,1,1,1,1
QGUPKWXM,1,1,1,1,1
LHPHGZMD,1,1,1,1,1
LTUCXWWS,1,1,1,1,1
KHNWTTFO,1,1,1,1,1
DMSZFTAC,1,1,1,1,1
TDVHDTWB,1,1,1,1,1
NBMWTIQY,1,1,1,1,1
NPBIMMBP,1,1,1,1,1
NRVQXCWU,1,1,1,1,1
MDHJQJOR,1,1,1,1,1
BWFVXIYA,1,1,1,1,1
TYHLFNTM,1,1,1,1,1
OWODDNAG,1,1,1,1,1
HOEDDOPE,1,1,1,1,1
PEWCRLSX,1,1,1,1,1
VOIUPQJS,1,1,1,1,1
RWESISFC,1,1,1,1,1
BDTYYWGU,1,1,1,1,1
ZHCTXDSV,1,1,1,1,1
JPUFTNKP,1,1,1,1,1
TRMGKKYT,1,1,1,1,1
WJHGUELE,1,1,1,1,1
UQWHUWXD,1,1,1,1,1
VHUYPDJF,1,1,1,1,1
WSEGCUHW,1,1,1,1,1
FDWINTSB,1,1,1,1,1
RQHYPYIB,1,1,1,1,1
JHJCDDCK,1,1,1,1,1
GVFOSMEP,1,1,1,1,1
MIGGDKCM,1,1,1,1,1
ZIGLSXSM,1,1,1,1,1
EYIOWGHD,1,1,1,1,1
PGZWKKPK,1,1,1,1,1
BHUBSLVS,1,1,1,1,1
AJTWTSLS,1,1,1,1,1
CTQJWVNK,1,1,1,1,1
GQGWFXHQ,1,1,1,1,1
LJYSJRWQ,1,1,1,1,1
AYRUDRSJ,1,1,1,1,1
EOGKLKAZ,1,1,1,1,1
VAABEKJR,1,1,1,1,1
ZRPPIXUB,1,1,1,1,1
NYOWYNOE,1,1,1,1,1
PZTVYKJA,1,1,1,1,1
HOSGURMD,1,1,1,1,1
QHJSSQMK,1,1,1,1,1
IBEKJBOO,1,1,1,1,1
RJNPNNND,1,1,1,1,1
BVFOUCFW,1,1,1,1,1
JELVZCDY,1,1,1,1,1
ZSNSGGYQ,1,1,1,1,1
DORRCBUD,1,1,1,1,1
FDGSKKQF,1,1,1,1,1
QDEMYXQS,1,1,1,1,1
LFZVVHAW,1,1,1,1,1
UVDGGVSQ,1,1,1,1,1
GHHVUTBM,1,1,1,1,1
LEKVGOJW,1,1,1,1,1
CUTFQDXM,1,1,1,1,1
KSNAGCHW,1,1,1,1,1
BVLEAMOV,1,1,1,1,1
KODAFUDR,1,1,1,1,1
VTEUMZXM,1,1,1,1,1
OUYFMAAQ,1,1,1,1,1
KRQVEPVL,1,1,1,1,1
CLEXOXRI,1,1,1,1,1
VHFWHALA,1,1,1,1,1
WTOWRTXF,1,1,1,1,1
JELBYGCU,1,1,1,1,1
IUZPTWRR,1,1,1,1,1
JIGRIPEV,1,1,1,1,1
YUJJCIRX,1,1,1,1,1
CLJVLIPD,1,1,1,1,1
RRGASUBP,1,1,1,1,1
ZAMGUGOA,1,1,1,1,1
AILOUPQF,1,1,1,1,1
IIYNGYMH,1,1,1,1,1
SNWNVREK,1,1,1,1,1
QOZACEMH,1,1,1,1,1
AZUINHUZ,1,1,1,1,1
ENZSUBZC,1,1,1,1,1
