leg_id,flight_id,date,aircraft,from,to,start,finish,last_leg,fixed,crew_group_id
70002877,2877,2006-01-07,A320#17,ORY,MRS,2006-01-07T09:35,2006-01-07T10:50,,0,921209318
70002888,2888,2006-01-07,A320#17,MRS,ORY,2006-01-07T11:30,2006-01-07T12:50,,0,2052955920
70002889,2889,2006-01-07,A320#17,ORY,MRS,2006-01-07T13:35,2006-01-07T14:50,,0,2052955920
70002900,2900,2006-01-07,A320#17,MRS,ORY,2006-01-07T15:30,2006-01-07T16:50,,0,2052955920
70002903,2903,2006-01-07,A320#17,ORY,MRS,2006-01-07T17:35,2006-01-07T18:50,,0,2052955920
70003122,3122,2006-01-07,A320#18,BOD,ORY,2006-01-07T08:00,2006-01-07T09:10,,0,863898425
70003121,3121,2006-01-07,A320#18,ORY,BOD,2006-01-07T10:10,2006-01-07T11:15,,0,863898425
70004668,4668,2006-01-07,A320#18,BOD,LYS,2006-01-07T12:45,2006-01-07T13:55,,0,1662778767
70004669,4669,2006-01-07,A320#18,LYS,BOD,2006-01-07T14:55,2006-01-07T16:00,,0,1662778767
70004664,4664,2006-01-07,A320#18,BOD,LYS,2006-01-07T16:55,2006-01-07T18:05,,0,1662778767
70004665,4665,2006-01-07,A320#18,LYS,BOD,2006-01-07T19:00,2006-01-07T20:05,,0,1662778767
70004623,4623,2006-01-07,A320#19,ORY,SXB,2006-01-07T06:35,2006-01-07T07:35,,0,2035035283
70004626,4626,2006-01-07,A320#19,SXB,CDG,2006-01-07T09:35,2006-01-07T10:45,,0,2035035283
70004625,4625,2006-01-07,A320#19,CDG,SXB,2006-01-07T11:40,2006-01-07T12:50,,0,2035035283
70004634,4634,2006-01-07,A320#19,SXB,CDG,2006-01-07T14:10,2006-01-07T15:20,,0,2035035283
70004629,4629,2006-01-07,A320#19,CDG,SXB,2006-01-07T16:30,2006-01-07T17:40,,0,2035035283
70004630,4630,2006-01-07,A320#19,SXB,CDG,2006-01-07T18:25,2006-01-07T19:35,,0,2035035283
70004647,4647,2006-01-07,A320#19,CDG,ORY,2006-01-07T20:30,2006-01-07T21:40,,0,2035035283
70004723,4723,2006-01-07,A320#20,NTE,LYS,2006-01-07T05:45,2006-01-07T07:00,,0,263157300
70004726,4726,2006-01-07,A320#20,LYS,NTE,2006-01-07T07:55,2006-01-07T09:10,,0,263157300
70004725,4725,2006-01-07,A320#20,NTE,LYS,2006-01-07T10:10,2006-01-07T11:25,,0,1056745520
70004705,4705,2006-01-07,A320#20,LYS,TLS,2006-01-07T15:00,2006-01-07T16:05,,0,1056745520
70004706,4706,2006-01-07,A320#20,TLS,LYS,2006-01-07T16:55,2006-01-07T17:55,,0,1056745520
70004730,4730,2006-01-07,A320#20,LYS,NTE,2006-01-07T18:45,2006-01-07T20:00,,0,1056745520
70004536,4536,2006-01-07,A320#21,MRS,CDG,2006-01-07T06:35,2006-01-07T08:05,,0,689146701
70004525,4525,2006-01-07,A320#21,CDG,MRS,2006-01-07T09:30,2006-01-07T10:55,,0,689146701
70004528,4528,2006-01-07,A320#21,MRS,CDG,2006-01-07T12:05,2006-01-07T13:35,,0,134667610
70004529,4529,2006-01-07,A320#21,CDG,MRS,2006-01-07T14:35,2006-01-07T16:00,,0,134667610
70002870,2870,2006-01-07,A320#21,MRS,ORY,2006-01-07T17:00,2006-01-07T18:20,,0,134667610
70002867,2867,2006-01-07,A320#21,ORY,MRS,2006-01-07T19:10,2006-01-07T20:25,,0,134667610
70004576,4576,2006-01-07,A320#22,NCE,CDG,2006-01-07T05:40,2006-01-07T07:15,,0,1008338748
70004551,4551,2006-01-07,A320#22,CDG,MPL,2006-01-07T08:10,2006-01-07T09:35,,0,1008338748
70004552,4552,2006-01-07,A320#22,MPL,CDG,2006-01-07T10:30,2006-01-07T12:00,,0,1008338748
70004577,4577,2006-01-07,A320#22,CDG,NCE,2006-01-07T12:50,2006-01-07T13:25,,0,1008338748
70004578,4578,2006-01-07,A320#22,NCE,CDG,2006-01-07T15:35,2006-01-07T17:10,,0,773559890
70004575,4575,2006-01-07,A320#22,CDG,NCE,2006-01-07T18:30,2006-01-07T20:05,,0,773559890
70002866,2866,2006-01-07,A320#23,MRS,ORY,2006-01-07T05:30,2006-01-07T06:50,,0,830807798
70002873,2873,2006-01-07,A320#23,ORY,MRS,2006-01-07T07:35,2006-01-07T08:50,,0,830807798
70002874,2874,2006-01-07,A320#23,MRS,ORY,2006-01-07T14:00,2006-01-07T15:20,,0,794882901
70002907,2907,2006-01-07,A320#23,ORY,MRS,2006-01-07T18:35,2006-01-07T19:50,,0,794882901
70004574,4574,2006-01-07,A320#24,NCE,CDG,2006-01-07T06:25,2006-01-07T08:00,,0,16322739
70004565,4565,2006-01-07,A320#24,CDG,NCE,2006-01-07T09:35,2006-01-07T11:10,,0,16322739
70004566,4566,2006-01-07,A320#24,NCE,CDG,2006-01-07T12:00,2006-01-07T13:35,,0,1328157009
70004569,4569,2006-01-07,A320#24,CDG,NCE,2006-01-07T14:40,2006-01-07T16:15,,0,1328157009
70003106,3106,2006-01-07,A320#24,NCE,ORY,2006-01-07T17:05,2006-01-07T18:30,,0,1328157009
70003071,3071,2006-01-07,A320#24,ORY,NCE,2006-01-07T19:20,2006-01-07T20:20,,0,1328157009
70004704,4704,2006-01-07,A321#1,TLS,LYS,2006-01-07T05:50,2006-01-07T06:50,,0,1796576214
70004703,4703,2006-01-07,A321#1,LYS,TLS,2006-01-07T07:45,2006-01-07T08:50,,0,1796576214
70004658,4658,2006-01-07,A321#1,TLS,CDG,2006-01-07T09:35,2006-01-07T11:05,,0,1839244181
70004657,4657,2006-01-07,A321#1,CDG,TLS,2006-01-07T11:55,2006-01-07T13:20,,0,1839244181
70004650,4650,2006-01-07,A321#1,TLS,CDG,2006-01-07T15:00,2006-01-07T16:30,,0,1839244181
70004651,4651,2006-01-07,A321#1,CDG,TLS,2006-01-07T17:25,2006-01-07T18:50,,0,1839244181
70004264,4264,2006-01-07,A321#2,LYS,ORY,2006-01-07T05:50,2006-01-07T06:55,,0,1661516681
70004265,4265,2006-01-07,A321#2,ORY,LYS,2006-01-07T07:40,2006-01-07T08:45,,0,1661516681
70004268,4268,2006-01-07,A321#2,LYS,ORY,2006-01-07T09:30,2006-01-07T10:35,,0,190797265
70004273,4273,2006-01-07,A321#2,ORY,LYS,2006-01-07T11:20,2006-01-07T12:25,,0,190797265
70004272,4272,2006-01-07,A321#2,LYS,ORY,2006-01-07T13:10,2006-01-07T14:15,,0,190797265
70004279,4279,2006-01-07,A321#2,ORY,LYS,2006-01-07T15:00,2006-01-07T16:05,,0,190797265
70004274,4274,2006-01-07,A321#2,LYS,ORY,2006-01-07T16:50,2006-01-07T17:55,,0,190797265
70004275,4275,2006-01-07,A321#2,ORY,LYS,2006-01-07T18:40,2006-01-07T19:45,,0,190797265
70004483,4483,2006-01-07,A321#3,CDG,BOD,2006-01-07T06:30,2006-01-07T07:50,,0,56569042
70004488,4488,2006-01-07,A321#3,BOD,CDG,2006-01-07T09:20,2006-01-07T10:45,,0,56569042
70004487,4487,2006-01-07,A321#3,CDG,BOD,2006-01-07T12:25,2006-01-07T13:45,,0,1903227280
70004492,4492,2006-01-07,A321#3,BOD,CDG,2006-01-07T15:30,2006-01-07T16:55,,0,1903227280
70004563,4563,2006-01-07,A321#4,CDG,NCE,2006-01-07T06:20,2006-01-07T07:55,,0,485266100
70004564,4564,2006-01-07,A321#4,NCE,CDG,2006-01-07T09:05,2006-01-07T10:40,,0,485266100
70004567,4567,2006-01-07,A321#4,CDG,NCE,2006-01-07T11:35,2006-01-07T13:10,,0,1874672702
70004568,4568,2006-01-07,A321#4,NCE,CDG,2006-01-07T13:55,2006-01-07T15:30,,0,1874672702
70004571,4571,2006-01-07,A321#4,CDG,NCE,2006-01-07T17:25,2006-01-07T19:00,,0,1874672702
70004572,4572,2006-01-07,A321#4,NCE,CDG,2006-01-07T19:50,2006-01-07T20:20,,0,1874672702
70004406,4406,2006-01-07,A321#5,MPL,ORY,2006-01-07T08:05,2006-01-07T09:25,,0,1022862599
70004409,4409,2006-01-07,A321#5,ORY,MPL,2006-01-07T10:15,2006-01-07T11:30,,0,1022862599
70004410,4410,2006-01-07,A321#5,MPL,ORY,2006-01-07T12:20,2006-01-07T13:40,,0,645237757
70004413,4413,2006-01-07,A321#5,ORY,MPL,2006-01-07T14:25,2006-01-07T15:40,,0,645237757
70004414,4414,2006-01-07,A321#5,MPL,ORY,2006-01-07T16:25,2006-01-07T17:45,,0,645237757
70004407,4407,2006-01-07,A321#5,ORY,MPL,2006-01-07T18:30,2006-01-07T19:35,,0,645237757
70002543,2543,2006-01-07,BAE200#1,RDZ,ORY,2006-01-07T05:40,2006-01-07T06:50,,0,262918833
70002544,2544,2006-01-07,BAE200#1,ORY,RDZ,2006-01-07T07:25,2006-01-07T08:30,,0,262918833
70002610,2610,2006-01-07,BAE200#2,RNS,NCE,2006-01-07T07:00,2006-01-07T08:35,,0,272026514
70002661,2661,2006-01-07,BAE200#2,NCE,BES,2006-01-07T09:10,2006-01-07T11:05,,0,272026514
70002662,2662,2006-01-07,BAE200#2,BES,NCE,2006-01-07T11:45,2006-01-07T13:35,,0,272026514
70002609,2609,2006-01-07,BAE200#2,NCE,RNS,2006-01-07T14:05,2006-01-07T15:45,,0,272026514
70002793,2793,2006-01-07,BAE200#3,LRT,ORY,2006-01-07T06:00,2006-01-07T07:10,,0,796471501
70002794,2794,2006-01-07,BAE200#3,ORY,LRT,2006-01-07T07:55,2006-01-07T09:00,,0,796471501
70002795,2795,2006-01-07,BAE200#3,LRT,ORY,2006-01-07T09:45,2006-01-07T10:50,,0,1020019581
70002796,2796,2006-01-07,BAE200#3,ORY,LRT,2006-01-07T12:10,2006-01-07T13:15,,0,1020019581
70002797,2797,2006-01-07,BAE200#3,LRT,ORY,2006-01-07T14:00,2006-01-07T15:05,,0,1020019581
70002525,2525,2006-01-07,BAE200#3,ORY,LRT,2006-01-07T16:35,2006-01-07T17:35,,0,1020019581
70002573,2573,2006-01-07,BAE300#1,LIG,ORY,2006-01-07T05:30,2006-01-07T06:35,,0,791771284
70002574,2574,2006-01-07,BAE300#1,ORY,LIG,2006-01-07T08:00,2006-01-07T09:00,,0,791771284
70002581,2581,2006-01-07,BAE300#1,LIG,CDG,2006-01-07T10:05,2006-01-07T11:20,,0,791771284
70002582,2582,2006-01-07,BAE300#1,CDG,LIG,2006-01-07T12:30,2006-01-07T13:45,,0,791771284
70002524,2524,2006-01-07,BAE300#2,UIP,ORY,2006-01-07T05:45,2006-01-07T06:55,,0,1196878155
70002523,2523,2006-01-07,BAE300#2,ORY,UIP,2006-01-07T07:45,2006-01-07T08:50,,0,1196878155
70002526,2526,2006-01-07,BAE300#2,UIP,ORY,2006-01-07T09:45,2006-01-07T10:55,,0,1196878155
70002798,2798,2006-01-07,BAE300#2,ORY,UIP,2006-01-07T13:00,2006-01-07T14:00,,0,1196878155
70002673,2673,2006-01-07,BAE300#3,SXB,LGW,2006-01-07T05:55,2006-01-07T07:20,,0,657187435
70002674,2674,2006-01-07,BAE300#3,LGW,SXB,2006-01-07T07:55,2006-01-07T09:25,,0,657187435
70004624,4624,2006-01-07,BAE300#3,SXB,CDG,2006-01-07T10:30,2006-01-07T11:40,,0,147048153
70004627,4627,2006-01-07,BAE300#3,CDG,SXB,2006-01-07T13:10,2006-01-07T14:20,,0,147048153
70004628,4628,2006-01-07,BAE300#3,SXB,CDG,2006-01-07T15:15,2006-01-07T16:25,,0,147048153
70004631,4631,2006-01-07,BAE300#3,CDG,SXB,2006-01-07T17:45,2006-01-07T18:50,,0,147048153
70002978,2978,2006-01-07,CRJ100#1,TLS,ORY,2006-01-07T08:10,2006-01-07T09:30,,0,359906493
70004345,4345,2006-01-07,CRJ100#1,ORY,BIQ,2006-01-07T10:45,2006-01-07T12:00,,0,359906493
70004348,4348,2006-01-07,CRJ100#1,BIQ,ORY,2006-01-07T12:50,2006-01-07T14:10,,0,359906493
70004351,4351,2006-01-07,CRJ100#1,ORY,BIQ,2006-01-07T15:55,2006-01-07T17:10,,0,359906493
70004354,4354,2006-01-07,CRJ100#1,BIQ,ORY,2006-01-07T18:00,2006-01-07T19:20,,0,359906493
70004342,4342,2006-01-07,CRJ100#1,ORY,TLS,2006-01-07T20:05,2006-01-07T21:05,,0,359906493
70004673,4673,2006-01-07,CRJ100#2,LIL,LYS,2006-01-07T05:45,2006-01-07T07:00,,0,564194307
70004676,4676,2006-01-07,CRJ100#2,LYS,LIL,2006-01-07T07:40,2006-01-07T08:55,,0,564194307
70004791,4791,2006-01-07,CRJ100#2,LIL,NCE,2006-01-07T09:50,2006-01-07T11:35,,0,943091072
70004768,4768,2006-01-07,CRJ100#2,NCE,BOD,2006-01-07T13:05,2006-01-07T14:30,,0,943091072
70004763,4763,2006-01-07,CRJ100#2,BOD,NCE,2006-01-07T15:05,2006-01-07T16:20,,0,943091072
70002663,2663,2006-01-07,CRJ100#2,NCE,LIL,2006-01-07T17:30,2006-01-07T18:30,,0,943091072
70002605,2605,2006-01-07,CRJ100#3,RNS,TLS,2006-01-07T06:40,2006-01-07T07:45,,0,1617046705
70002606,2606,2006-01-07,CRJ100#3,TLS,RNS,2006-01-07T08:10,2006-01-07T09:20,,0,1617046705
70002521,2521,2006-01-07,CRJ100#3,RNS,MPL,2006-01-07T09:50,2006-01-07T11:05,,0,376980210
70002522,2522,2006-01-07,CRJ100#3,MPL,RNS,2006-01-07T11:35,2006-01-07T12:55,,0,376980210
70004213,4213,2006-01-07,CRJ100#3,RNS,ORY,2006-01-07T14:00,2006-01-07T15:05,,0,376980210
70004214,4214,2006-01-07,CRJ100#3,ORY,RNS,2006-01-07T16:15,2006-01-07T17:15,,0,376980210
70005163,5163,2006-01-07,CRJ100#4,BOD,AMS,2006-01-07T05:50,2006-01-07T07:40,,0,295069519
70005164,5164,2006-01-07,CRJ100#4,AMS,BOD,2006-01-07T08:55,2006-01-07T10:45,,0,295069519
70005165,5165,2006-01-07,CRJ100#4,BOD,AMS,2006-01-07T11:25,2006-01-07T13:15,,0,1827753950
70005093,5093,2006-01-07,CRJ100#4,AMS,CFE,2006-01-07T14:00,2006-01-07T15:30,,0,1827753950
70005094,5094,2006-01-07,CRJ100#4,CFE,AMS,2006-01-07T16:40,2006-01-07T18:15,,0,1827753950
70005166,5166,2006-01-07,CRJ100#4,AMS,BOD,2006-01-07T19:00,2006-01-07T20:50,,0,1827753950
70005123,5123,2006-01-07,CRJ700#1,TLS,AMS,2006-01-07T05:05,2006-01-07T07:20,,0,2138821259
70005124,5124,2006-01-07,CRJ700#1,AMS,TLS,2006-01-07T08:25,2006-01-07T10:20,,0,2138821259
70005125,5125,2006-01-07,CRJ700#1,TLS,AMS,2006-01-07T11:00,2006-01-07T13:10,,0,683093156
70005126,5126,2006-01-07,CRJ700#1,AMS,TLS,2006-01-07T14:30,2006-01-07T16:25,,0,683093156
70005127,5127,2006-01-07,CRJ700#1,TLS,AMS,2006-01-07T17:05,2006-01-07T19:15,,0,683093156
70005128,5128,2006-01-07,CRJ700#1,AMS,TLS,2006-01-07T20:05,2006-01-07T22:00,,0,683093156
70002583,2583,2006-01-07,CRJ700#2,RNS,CDG,2006-01-07T05:25,2006-01-07T06:25,,0,2113437503
70004543,4543,2006-01-07,CRJ700#2,CDG,MPL,2006-01-07T10:25,2006-01-07T11:50,,0,2113437503
70004546,4546,2006-01-07,CRJ700#2,MPL,CDG,2006-01-07T12:40,2006-01-07T14:10,,0,2113437503
70002586,2586,2006-01-07,CRJ700#2,CDG,RNS,2006-01-07T19:00,2006-01-07T19:55,,0,2113437503
70004764,4764,2006-01-07,CRJ700#3,NCE,BOD,2006-01-07T05:45,2006-01-07T07:10,,0,1398633607
70004765,4765,2006-01-07,CRJ700#3,BOD,NCE,2006-01-07T07:45,2006-01-07T09:00,,0,1398633607
70003076,3076,2006-01-07,CRJ700#3,NCE,ORY,2006-01-07T11:35,2006-01-07T13:00,,0,1398633607
70003063,3063,2006-01-07,CRJ700#3,ORY,NCE,2006-01-07T14:00,2006-01-07T15:25,,0,1398633607
70004400,4400,2006-01-07,ERJ135#1,FSC,ORY,2006-01-07T07:30,2006-01-07T09:15,,0,1835196615
70004393,4393,2006-01-07,ERJ135#1,ORY,FSC,2006-01-07T09:40,2006-01-07T11:25,,0,1835196615
70002597,2597,2006-01-07,ERJ135#2,LEH,URO,2006-01-07T05:00,2006-01-07T05:20,,0,1501688522
70002598,2598,2006-01-07,ERJ135#2,URO,LYS,2006-01-07T05:40,2006-01-07T07:00,70002597,0,1501688522
70002599,2599,2006-01-07,ERJ135#2,LYS,LEH,2006-01-07T07:40,2006-01-07T09:10,,0,1501688522
70002600,2600,2006-01-07,ERJ135#2,LEH,URO,2006-01-07T09:30,2006-01-07T09:50,70002599,0,1501688522
70002601,2601,2006-01-07,ERJ135#2,URO,LEH,2006-01-07T15:00,2006-01-07T15:20,,0,1501688522
70002602,2602,2006-01-07,ERJ135#2,LEH,LYS,2006-01-07T15:40,2006-01-07T17:10,70002601,0,1501688522
70002603,2603,2006-01-07,ERJ135#2,LYS,URO,2006-01-07T17:50,2006-01-07T19:10,,0,1501688522
70002604,2604,2006-01-07,ERJ135#2,URO,LEH,2006-01-07T19:30,2006-01-07T19:50,70002603,0,1501688522
70004334,4334,2006-01-07,ERJ145#1,AVN,ORY,2006-01-07T05:30,2006-01-07T06:45,,0,2022406920
70004333,4333,2006-01-07,ERJ145#1,ORY,AVN,2006-01-07T08:15,2006-01-07T09:30,,0,2022406920
70004336,4336,2006-01-07,ERJ145#1,AVN,ORY,2006-01-07T10:05,2006-01-07T11:20,,0,2022406920
70004337,4337,2006-01-07,ERJ145#1,ORY,AVN,2006-01-07T12:20,2006-01-07T13:35,,0,2022406920
70004360,4360,2006-01-07,ERJ145#2,LDE,ORY,2006-01-07T06:30,2006-01-07T07:55,,0,1162073078
70004359,4359,2006-01-07,ERJ145#2,ORY,LDE,2006-01-07T08:45,2006-01-07T10:05,,0,1162073078
70004350,4350,2006-01-07,ERJ145#2,LDE,ORY,2006-01-07T10:45,2006-01-07T12:10,,0,1162073078
70004349,4349,2006-01-07,ERJ145#2,ORY,LDE,2006-01-07T12:55,2006-01-07T14:15,,0,1162073078
70004522,4522,2006-01-07,ERJ145#3,CFE,CDG,2006-01-07T05:35,2006-01-07T06:40,,0,1477521204
70004517,4517,2006-01-07,ERJ145#3,CDG,CFE,2006-01-07T07:15,2006-01-07T08:15,,0,1477521204
70004518,4518,2006-01-07,ERJ145#3,CFE,CDG,2006-01-07T08:55,2006-01-07T10:00,,0,346378500
70002584,2584,2006-01-07,ERJ145#3,CDG,RNS,2006-01-07T12:30,2006-01-07T13:35,,0,346378500
70002585,2585,2006-01-07,ERJ145#3,RNS,CDG,2006-01-07T14:55,2006-01-07T15:55,,0,346378500
70004641,4641,2006-01-07,ERJ145#3,CDG,PUF,2006-01-07T17:20,2006-01-07T18:50,,0,346378500
70004642,4642,2006-01-07,ERJ145#3,PUF,CFE,2006-01-07T19:30,2006-01-07T20:30,,0,346378500
70002587,2587,2006-01-07,ERJ145#4,CFR,LYS,2006-01-07T05:25,2006-01-07T06:35,,0,41568198
70002588,2588,2006-01-07,ERJ145#4,LYS,CFR,2006-01-07T07:40,2006-01-07T08:55,,0,41568198
70002595,2595,2006-01-07,ERJ145#4,CFR,LYS,2006-01-07T12:30,2006-01-07T13:40,,0,48190158
70002596,2596,2006-01-07,ERJ145#4,LYS,CFR,2006-01-07T15:00,2006-01-07T16:15,,0,48190158
70004694,4694,2006-01-07,ERJ145#5,NCE,LYS,2006-01-07T05:40,2006-01-07T06:35,,0,282134252
70004693,4693,2006-01-07,ERJ145#5,LYS,NCE,2006-01-07T07:50,2006-01-07T08:50,,0,282134252
70004696,4696,2006-01-07,ERJ145#5,NCE,LYS,2006-01-07T09:50,2006-01-07T10:45,,0,160225133
70004699,4699,2006-01-07,ERJ145#5,LYS,NCE,2006-01-07T11:25,2006-01-07T12:25,,0,160225133
70004700,4700,2006-01-07,ERJ145#5,NCE,LYS,2006-01-07T13:05,2006-01-07T14:00,,0,160225133
70004695,4695,2006-01-07,ERJ145#5,LYS,NCE,2006-01-07T15:00,2006-01-07T16:00,,0,160225133
70002534,2534,2006-01-07,F100#1,BES,NTE,2006-01-07T06:00,2006-01-07T06:45,,0,628641533
70002634,2634,2006-01-07,F100#1,NTE,SXB,2006-01-07T07:15,2006-01-07T08:35,,0,628641533
70002633,2633,2006-01-07,F100#1,SXB,NTE,2006-01-07T09:05,2006-01-07T10:25,,0,628641533
70002533,2533,2006-01-07,F100#1,NTE,BES,2006-01-07T10:55,2006-01-07T11:35,,0,628641533
70002655,2655,2006-01-07,F100#1,BES,LYS,2006-01-07T12:20,2006-01-07T13:50,,0,628641533
70002656,2656,2006-01-07,F100#1,LYS,BES,2006-01-07T14:30,2006-01-07T15:55,,0,628641533
70002648,2648,2006-01-07,F100#2,SXB,LYS,2006-01-07T05:50,2006-01-07T06:50,,0,435943218
70002647,2647,2006-01-07,F100#2,LYS,SXB,2006-01-07T07:40,2006-01-07T08:40,,0,435943218
70004837,4837,2006-01-07,F100#2,SXB,NCE,2006-01-07T09:15,2006-01-07T10:35,,0,178283218
70004838,4838,2006-01-07,F100#2,NCE,SXB,2006-01-07T11:15,2006-01-07T12:35,,0,178283218
70002644,2644,2006-01-07,F100#2,SXB,LYS,2006-01-07T13:10,2006-01-07T14:10,,0,178283218
70002643,2643,2006-01-07,F100#2,LYS,SXB,2006-01-07T15:00,2006-01-07T16:00,,0,178283218
70002520,2520,2006-01-07,F100#3,NTE,TLS,2006-01-07T07:25,2006-01-07T08:25,,0,1988519473
70002519,2519,2006-01-07,F100#3,TLS,NTE,2006-01-07T08:55,2006-01-07T09:55,,0,1988519473
70002518,2518,2006-01-07,F100#3,NTE,TLS,2006-01-07T10:45,2006-01-07T11:45,,0,1988519473
70002517,2517,2006-01-07,F100#3,TLS,NTE,2006-01-07T12:15,2006-01-07T13:15,,0,1988519473
70002626,2626,2006-01-07,F100#3,NTE,MRS,2006-01-07T13:50,2006-01-07T15:10,,0,1988519473
70002625,2625,2006-01-07,F100#3,MRS,NTE,2006-01-07T15:45,2006-01-07T17:10,,0,1988519473
70002653,2653,2006-01-07,F100#4,BES,LYS,2006-01-07T05:25,2006-01-07T06:55,,0,1017541010
70002654,2654,2006-01-07,F100#4,LYS,BES,2006-01-07T07:40,2006-01-07T09:15,,0,1017541010
70002657,2657,2006-01-07,F100#4,BES,MRS,2006-01-07T10:05,2006-01-07T11:45,,0,1017541010
70002658,2658,2006-01-07,F100#4,MRS,BES,2006-01-07T12:25,2006-01-07T14:05,,0,1017541010
70004636,4636,2006-01-07,F100#5,PUF,CDG,2006-01-07T05:25,2006-01-07T06:55,,0,1772116450
70004639,4639,2006-01-07,F100#5,CDG,PUF,2006-01-07T07:30,2006-01-07T09:00,,0,1772116450
70004638,4638,2006-01-07,F100#5,PUF,CDG,2006-01-07T09:45,2006-01-07T11:15,,0,2138614433
70004585,4585,2006-01-07,F100#5,CDG,NTE,2006-01-07T13:00,2006-01-07T14:05,,0,2138614433
70004586,4586,2006-01-07,F100#5,NTE,CDG,2006-01-07T15:15,2006-01-07T16:20,,0,2138614433
70004637,4637,2006-01-07,F100#5,CDG,PUF,2006-01-07T20:10,2006-01-07T21:35,,0,2138614433
70002613,2613,2006-01-07,F100#6,RNS,LYS,2006-01-07T05:30,2006-01-07T06:45,,0,260274019
70002614,2614,2006-01-07,F100#6,LYS,RNS,2006-01-07T07:45,2006-01-07T09:05,,0,260274019
70002619,2619,2006-01-07,F100#6,RNS,LYS,2006-01-07T12:35,2006-01-07T13:50,,0,1816610767
70002620,2620,2006-01-07,F100#6,LYS,RNS,2006-01-07T14:45,2006-01-07T16:05,,0,1816610767
