crew_id,AJA,BOD,CFE,ETZ,LIG,MLH,MRS,URO
PVISRANL,1,1,1,1,1,1,1,1
DSBBAAIK,1,1,1,1,1,1,1,1
DHTQFAPO,1,1,1,1,1,1,1,1
YOWOSLJX,1,1,1,1,1,1,1,1
CBFBWVAK,1,1,1,1,1,1,1,1
PDUFWALS,1,1,1,1,1,1,1,1
KCQIJMZJ,1,1,1,1,1,1,1,1
RAHMWNGC,1,1,1,1,1,1,1,1
TWSIRTJI,1,1,1,1,1,1,1,1
XTBCOJMD,1,1,1,1,1,1,1,1
GUSWFHQP,1,1,1,1,1,1,1,1
BZMMJMXY,1,1,1,1,1,1,1,1
IDOEIJDL,1,1,1,1,1,1,1,1
RUKTAEOE,1,1,1,1,1,1,1,1
NAFLXOKA,1,1,1,1,1,1,1,1
DSXFKRJI,1,1,1,1,1,1,1,1
ZKIJWNRK,1,1,1,1,1,1,1,1
EQXDKYSD,1,1,1,1,1,1,1,1
MESCEWTE,1,1,1,1,1,1,1,1
DQYJMCBR,1,1,1,1,1,1,1,1
JZUKVNWN,1,1,1,1,1,1,1,1
WPOEYMNQ,1,1,1,1,1,1,1,1
BUNARTDL,1,1,1,1,1,1,1,1
NAHYVEIG,1,1,1,1,1,1,1,1
YBXGRDGH,1,1,1,1,1,1,1,1
URSTVRZM,1,1,1,1,1,1,1,1
VTKGGFRZ,1,1,1,1,1,1,1,1
EMGYRZHT,1,1,1,1,1,1,1,1
BTBBAOLE,1,1,1,1,1,1,1,1
XGHABLOX,1,1,1,1,1,1,1,1
SMHVEQRZ,1,1,1,1,1,1,1,1
FAHUGBYE,1,1,1,1,1,1,1,1
AMJWOUTA,1,1,1,1,1,1,1,1
THICGOPP,1,1,1,1,1,1,1,1
HKWFGKJF,1,1,1,1,1,1,1,1
UIFFPBAR,1,1,1,1,1,1,1,1
HKHKYOVV,1,1,1,1,1,1,1,1
UUZNMXFC,1,1,1,1,1,1,1,1
JMQIYPXM,1,1,1,1,1,1,1,1
LORQHVNX,1,1,1,1,1,1,1,1
PXBCHHXB,1,1,1,1,1,1,1,1
IIOIEFPY,1,1,1,1,1,1,1,1
VNGQDLEY,1,1,1,1,1,1,1,1
ARELYRXM,1,1,1,1,1,1,1,1
PZZOMNSB,1,1,1,1,1,1,1,1
VFTXFOJY,1,1,1,1,1,1,1,1
ENLFDWOQ,1,1,1,1,1,1,1,1
RXFYCGQU,1,1,1,1,1,1,1,1
SFWGWDOW,1,1,1,1,1,1,1,1
FFQNUYJM,1,1,1,1,1,1,1,1
FXUHISFO,1,1,1,1,1,1,1,1
IZADUVIU,1,1,1,1,1,1,1,1
UAYKJCFT,1,1,1,1,1,1,1,1
SKSIAEXA,1,1,1,1,1,1,1,1
XTHRSKGU,1,1,1,1,1,1,1,1
XLLRRPDI,1,1,1,1,1,1,1,1
YZYIYNSY,1,1,1,1,1,1,1,1
LVVSMPYN,1,1,1,1,1,1,1,1
JXGOBKLR,1,1,1,1,1,1,1,1
COHSYNOS,1,1,1,1,1,1,1,1
CKDMKMBY,1,1,1,1,1,1,1,1
QXEVJCWM,1,1,1,1,1,1,1,1
CLMLSVEQ,1,1,1,1,1,1,1,1
RMFEVGUT,1,1,1,1,1,1,1,1
RMPYRTUL,1,1,1,1,1,1,1,1
UPAFVVXD,1,1,1,1,1,1,1,1
TGSXDOVN,1,1,1,1,1,1,1,1
HCSDCVWT,1,1,1,1,1,1,1,1
TCIQKJPQ,1,1,1,1,1,1,1,1
EUKXLABU,1,1,1,1,1,1,1,1
INCNXKCK,1,1,1,1,1,1,1,1
VNTSXFDP,1,1,1,1,1,1,1,1
GUYKTMQX,1,1,1,1,1,1,1,1
OFZTABBQ,1,1,1,1,1,1,1,1
YKVZBIDA,1,1,1,1,1,1,1,1
LKMGWBKH,1,1,1,1,1,1,1,1
NNIPVLFG,1,1,1,1,1,1,1,1
EYVOKWRF,1,1,1,1,1,1,1,1
RHYSWYFA,1,1,1,1,1,1,1,1
SPSYKMDB,1,1,1,1,1,1,1,1
DJBYYIDO,1,1,1,1,1,1,1,1
LMGALEDM,1,1,1,1,1,1,1,1
ZEMMXHIV,1,1,1,1,1,1,1,1
BELBCRMF,1,1,1,1,1,1,1,1
PMGDJRSX,1,1,1,1,1,1,1,1
MWROXNCB,1,1,1,1,1,1,1,1
CDRLBCGZ,1,1,1,1,1,1,1,1
LYVXRCKX,1,1,1,1,1,1,1,1
ULEGLZYR,1,1,1,1,1,1,1,1
DACQSLVF,1,1,1,1,1,1,1,1
XMAPEGMT,1,1,1,1,1,1,1,1
PMQDETST,1,1,1,1,1,1,1,1
KYCSEDQU,1,1,1,1,1,1,1,1
DHUFQARN,1,1,1,1,1,1,1,1
YDUZGMYC,1,1,1,1,1,1,1,1
XEYKYLWG,1,1,1,1,1,1,1,1
BXLENNBI,1,1,1,1,1,1,1,1
NWBKZBXJ,1,1,1,1,1,1,1,1
ATZFKPKA,1,1,1,1,1,1,1,1
RHFQTOXT,1,1,1,1,1,1,1,1
IZLQXUBY,1,1,1,1,1,1,1,1
EFJCOBXV,1,1,1,1,1,1,1,1
PRZFFVFM,1,1,1,1,1,1,1,1
BGBKOSDL,1,1,1,1,1,1,1,1
UDEPQDFE,1,1,1,1,1,1,1,1
UMXWDYMC,1,1,1,1,1,1,1,1
FITYECYF,1,1,1,1,1,1,1,1
CNAKNTXJ,1,1,1,1,1,1,1,1
CNNSJLBL,1,1,1,1,1,1,1,1
MDJYKBJT,1,1,1,1,1,1,1,1
IYVLUCMT,1,1,1,1,1,1,1,1
XBWGINVW,1,1,1,1,1,1,1,1
KZLECCRV,1,1,1,1,1,1,1,1
LDUXFXLU,1,1,1,1,1,1,1,1
QKUFBSPQ,1,1,1,1,1,1,1,1
AMORDQNK,1,1,1,1,1,1,1,1
OVWUSZWD,1,1,1,1,1,1,1,1
ZLMVPWFJ,1,1,1,1,1,1,1,1
RFOYHIIL,1,1,1,1,1,1,1,1
DAXOJUTD,1,1,1,1,1,1,1,1
RMENTEDL,1,1,1,1,1,1,1,1
GLXZIMGG,1,1,1,1,1,1,1,1
MTSBWAAC,1,1,1,1,1,1,1,1
RLKYSSXC,1,1,1,1,1,1,1,1
CRGYDCUB,1,1,1,1,1,1,1,1
ZXTYZXTE,1,1,1,1,1,1,1,1
ITNMIHYG,1,1,1,1,1,1,1,1
ZVACLAMK,1,1,1,1,1,1,1,1
UWVDREWC,1,1,1,1,1,1,1,1
WJYHTFJB,1,1,1,1,1,1,1,1
RVFFTCWY,1,1,1,1,1,1,1,1
KMAVCQMC,1,1,1,1,1,1,1,1
YAYCIQFM,1,1,1,1,1,1,1,1
YRTXHKPA,1,1,1,1,1,1,1,1
SDASLEGM,1,1,1,1,1,1,1,1
MYARKGJC,1,1,1,1,1,1,1,1
SDATCQGO,1,1,1,1,1,1,1,1
AVCHSCDJ,1,1,1,1,1,1,1,1
OSEKUARF,1,1,1,1,1,1,1,1
AOXNNSHE,1,1,1,1,1,1,1,1
OTXPTNBG,1,1,1,1,1,1,1,1
LBXQYNQN,1,1,1,1,1,1,1,1
TGESTUPL,1,1,1,1,1,1,1,1
HMCBPPSA,1,1,1,1,1,1,1,1
FNNRHIXU,1,1,1,1,1,1,1,1
SMWXBYOX,1,1,1,1,1,1,1,1
DQCMFAVU,1,1,1,1,1,1,1,1
LMEDOMRL,1,1,1,1,1,1,1,1
BUWXHQRG,1,1,1,1,1,1,1,1
OVDJGWKN,1,1,1,1,1,1,1,1
ASBPXKRW,1,1,1,1,1,1,1,1
XYPNNZTV,1,1,1,1,1,1,1,1
JMEFTKFM,1,1,1,1,1,1,1,1
FKPBASML,1,1,1,1,1,1,1,1
GFAPHPZP,1,1,1,1,1,1,1,1
LUPQTUQQ,1,1,1,1,1,1,1,1
RAMOPBPG,1,1,1,1,1,1,1,1
IZKAYVDI,1,1,1,1,1,1,1,1
FHHGYUJB,1,1,1,1,1,1,1,1
VBFEDFCP,1,1,1,1,1,1,1,1
GBNJBOYV,1,1,1,1,1,1,1,1
TTSNVVVQ,1,1,1,1,1,1,1,1
EYCOMMUN,1,1,1,1,1,1,1,1
NUEHGSUS,1,1,1,1,1,1,1,1
SYGYQXED,1,1,1,1,1,1,1,1
SPUZIFZV,1,1,1,1,1,1,1,1
SSTYKDWG,1,1,1,1,1,1,1,1
AFXJURMH,1,1,1,1,1,1,1,1
IVCQEFJT,1,1,1,1,1,1,1,1
QMWVUCCE,1,1,1,1,1,1,1,1
TDCUEVNW,1,1,1,1,1,1,1,1
WJKACCRH,1,1,1,1,1,1,1,1
FTMTBHOV,1,1,1,1,1,1,1,1
YCEIBYGB,1,1,1,1,1,1,1,1
VBWSMHNB,1,1,1,1,1,1,1,1
CIZBEKJF,1,1,1,1,1,1,1,1
ZXFCVBQH,1,1,1,1,1,1,1,1
TJIYCAHS,1,1,1,1,1,1,1,1
YCHDKFXA,1,1,1,1,1,1,1,1
BMRRWQOR,1,1,1,1,1,1,1,1
SEWGPFJG,1,1,1,1,1,1,1,1
LUCABHDS,1,1,1,1,1,1,1,1
NISTSDTB,1,1,1,1,1,1,1,1
RPKQWKXP,1,1,1,1,1,1,1,1
TAIBDVWC,1,1,1,1,1,1,1,1
WHMMEQKK,1,1,1,1,1,1,1,1
HQOUZPRF,1,1,1,1,1,1,1,1
PMOJEZJF,1,1,1,1,1,1,1,1
ZTFNTOGZ,1,1,1,1,1,1,1,1
NYJHYAXM,1,1,1,1,1,1,1,1
IHSCNAPI,1,1,1,1,1,1,1,1
ISXTZVHV,1,1,1,1,1,1,1,1
ZTXAILMS,1,1,1,1,1,1,1,1
SSUJQEWR,1,1,1,1,1,1,1,1
XOKRJCEE,1,1,1,1,1,1,1,1
MYPYUCJE,1,1,1,1,1,1,1,1
IXHKPKZB,1,1,1,1,1,1,1,1
QPXLVTDT,1,1,1,1,1,1,1,1
NSUHZNWM,1,1,1,1,1,1,1,1
DNVMSUEX,1,1,1,1,1,1,1,1
UZJDQOGA,1,1,1,1,1,1,1,1
BVBYELIM,1,1,1,1,1,1,1,1
OOSQCFAT,1,1,1,1,1,1,1,1
XOPFANEW,1,1,1,1,1,1,1,1
VGWBZXJD,1,1,1,1,1,1,1,1
ZZENCGXJ,1,1,1,1,1,1,1,1
RMLJADKI,1,1,1,1,1,1,1,1
AVVUDFTS,1,1,1,1,1,1,1,1
AMLOWUNW,1,1,1,1,1,1,1,1
BOQQHVJX,1,1,1,1,1,1,1,1
AZHYWXDJ,1,1,1,1,1,1,1,1
QEQOOUAU,1,1,1,1,1,1,1,1
XHHOYRWR,1,1,1,1,1,1,1,1
FGNIVGGO,1,1,1,1,1,1,1,1
HZWDLQJY,1,1,1,1,1,1,1,1
HHQQLJHV,1,1,1,1,1,1,1,1
UUGBWRHJ,1,1,1,1,1,1,1,1
ZCQXSBQQ,1,1,1,1,1,1,1,1
EYKZHEKN,1,1,1,1,1,1,1,1
EVXRKADU,1,1,1,1,1,1,1,1
KFQOLLHV,1,1,1,1,1,1,1,1
NLKXWZKT,1,1,1,1,1,1,1,1
XICCJTIU,1,1,1,1,1,1,1,1
WTBHLQJY,1,1,1,1,1,1,1,1
BTEKDXDJ,1,1,1,1,1,1,1,1
TSHRZHWI,1,1,1,1,1,1,1,1
MCKUPSUW,1,1,1,1,1,1,1,1
GTRLDXBX,1,1,1,1,1,1,1,1
OBCBQQCW,1,1,1,1,1,1,1,1
RPTUSNAU,1,1,1,1,1,1,1,1
GCUXHZEZ,1,1,1,1,1,1,1,1
ZGSTFOEI,1,1,1,1,1,1,1,1
SMFDAMEG,1,1,1,1,1,1,1,1
YJYKRLUA,1,1,1,1,1,1,1,1
RCMHURRY,1,1,1,1,1,1,1,1
VDRRRUSU,1,1,1,1,1,1,1,1
NHBFXBRE,1,1,1,1,1,1,1,1
MZHYBABS,1,1,1,1,1,1,1,1
IZRDQHBK,1,1,1,1,1,1,1,1
GAGFTQVD,1,1,1,1,1,1,1,1
ZLIYBPAY,1,1,1,1,1,1,1,1
ITSLIYHO,1,1,1,1,1,1,1,1
YKGDGLCW,1,1,1,1,1,1,1,1
EDNETSGG,1,1,1,1,1,1,1,1
KSSHUUSA,1,1,1,1,1,1,1,1
LQKWEPNF,1,1,1,1,1,1,1,1
YSRTQNQY,1,1,1,1,1,1,1,1
VHFBPUBK,1,1,1,1,1,1,1,1
HQSDHHQZ,1,1,1,1,1,1,1,1
WCMTLBED,1,1,1,1,1,1,1,1
FKJWAFOJ,1,1,1,1,1,1,1,1
LXKPBKCV,1,1,1,1,1,1,1,1
VSJEMTDJ,1,1,1,1,1,1,1,1
FRAUVMPV,1,1,1,1,1,1,1,1
OUDOVKGF,1,1,1,1,1,1,1,1
HNORZIUW,1,1,1,1,1,1,1,1
EQXOZEEE,1,1,1,1,1,1,1,1
UJHMQDYL,1,1,1,1,1,1,1,1
EDAAZZCT,1,1,1,1,1,1,1,1
LIIWTWTC,1,1,1,1,1,1,1,1
NFGBRLNK,1,1,1,1,1,1,1,1
ZFFSTEJU,1,1,1,1,1,1,1,1
OSIQOOSX,1,1,1,1,1,1,1,1
RZCJRQIZ,1,1,1,1,1,1,1,1
NAKIZBXH,1,1,1,1,1,1,1,1
XEKCZSNX,1,1,1,1,1,1,1,1
WGJKYZHY,1,1,1,1,1,1,1,1
QUTQHJMN,1,1,1,1,1,1,1,1
UQBKOMBM,1,1,1,1,1,1,1,1
VJCAJXJJ,1,1,1,1,1,1,1,1
KRYCVVEA,1,1,1,1,1,1,1,1
LANJJAOU,1,1,1,1,1,1,1,1
PZWHXZAC,1,1,1,1,1,1,1,1
NYVVICHP,1,1,1,1,1,1,1,1
NEMJBJQQ,1,1,1,1,1,1,1,1
VXFXDRIV,1,1,1,1,1,1,1,1
OYHQVZWU,1,1,1,1,1,1,1,1
DEGBDMOX,1,1,1,1,1,1,1,1
EMUSUORW,1,1,1,1,1,1,1,1
OPPNVNCO,1,1,1,1,1,1,1,1
ZSRKVJXA,1,1,1,1,1,1,1,1
GIKDMJEQ,1,1,1,1,1,1,1,1
AEVOKBNX,1,1,1,1,1,1,1,1
ZGLBZPBQ,1,1,1,1,1,1,1,1
NUYPRYQE,1,1,1,1,1,1,1,1
ZDYOWPUT,1,1,1,1,1,1,1,1
TEIZLXNJ,1,1,1,1,1,1,1,1
NPOHDTGS,1,1,1,1,1,1,1,1
TUBBDFDH,1,1,1,1,1,1,1,1
GEJUOCFY,1,1,1,1,1,1,1,1
CEMVSQXS,1,1,1,1,1,1,1,1
RECXJKQX,1,1,1,1,1,1,1,1
ORZBKFAJ,1,1,1,1,1,1,1,1
ZCABNZXX,1,1,1,1,1,1,1,1
ESRQKYLV,1,1,1,1,1,1,1,1
CIVJBJYD,1,1,1,1,1,1,1,1
NMRESAZB,1,1,1,1,1,1,1,1
YEDRROWW,1,1,1,1,1,1,1,1
FGCSKKFH,1,1,1,1,1,1,1,1
EERSOOCN,1,1,1,1,1,1,1,1
NYFGYGSG,1,1,1,1,1,1,1,1
PMNQYMUZ,1,1,1,1,1,1,1,1
EPYNYBNU,1,1,1,1,1,1,1,1
HMBDKFKU,1,1,1,1,1,1,1,1
YBVBUKHZ,1,1,1,1,1,1,1,1
IXTCFPMO,1,1,1,1,1,1,1,1
YXQBLCWE,1,1,1,1,1,1,1,1
NJFEAZWK,1,1,1,1,1,1,1,1
TFVGPTOS,1,1,1,1,1,1,1,1
CXVREPNF,1,1,1,1,1,1,1,1
ZKJYVBJN,1,1,1,1,1,1,1,1
AYMRDIOI,1,1,1,1,1,1,1,1
LELGMSSX,1,1,1,1,1,1,1,1
IPMWRSBW,1,1,1,1,1,1,1,1
PFHZMVJI,1,1,1,1,1,1,1,1
CNGMYHIL,1,1,1,1,1,1,1,1
HMRIXSFB,1,1,1,1,1,1,1,1
XBRICKIX,1,1,1,1,1,1,1,1
MAACJMVJ,1,1,1,1,1,1,1,1
QWVXSENI,1,1,1,1,1,1,1,1
WIGAMMQC,1,1,1,1,1,1,1,1
MHMVIRDU,1,1,1,1,1,1,1,1
WAQKRKUA,1,1,1,1,1,1,1,1
OIANYATP,1,1,1,1,1,1,1,1
XFAGMUJR,1,1,1,1,1,1,1,1
TUAHIDJY,1,1,1,1,1,1,1,1
KPPQBDXU,1,1,1,1,1,1,1,1
WONKJJPU,1,1,1,1,1,1,1,1
LTJHVDJU,1,1,1,1,1,1,1,1
CUOTKNHQ,1,1,1,1,1,1,1,1
NGWCYDSL,1,1,1,1,1,1,1,1
HUSJDDPW,1,1,1,1,1,1,1,1
YIALMGDC,1,1,1,1,1,1,1,1
BTGDGQYH,1,1,1,1,1,1,1,1
GOZBXLBN,1,1,1,1,1,1,1,1
NPUUAZBR,1,1,1,1,1,1,1,1
XYWNCPEK,1,1,1,1,1,1,1,1
TMJRFNLO,1,1,1,1,1,1,1,1
BHLXYMGO,1,1,1,1,1,1,1,1
OYMBVEYI,1,1,1,1,1,1,1,1
JKIMISBQ,1,1,1,1,1,1,1,1
MFJVXCIX,1,1,1,1,1,1,1,1
ZDTAGSRF,1,1,1,1,1,1,1,1
XXSIZNOL,1,1,1,1,1,1,1,1
ECTBTZIN,1,1,1,1,1,1,1,1
LEDQUCLK,1,1,1,1,1,1,1,1
IYGSXPXV,1,1,1,1,1,1,1,1
CBGZJMJP,1,1,1,1,1,1,1,1
NTEFEQES,1,1,1,1,1,1,1,1
OGVQMMOW,1,1,1,1,1,1,1,1
HAUVJUNG,1,1,1,1,1,1,1,1
NTZRQWTS,1,1,1,1,1,1,1,1
FWFHHHSQ,1,1,1,1,1,1,1,1
HVPEQRTG,1,1,1,1,1,1,1,1
XRMBOLNR,1,1,1,1,1,1,1,1
VWMECTET,1,1,1,1,1,1,1,1
VLMUEBYO,1,1,1,1,1,1,1,1
DQUWNQFR,1,1,1,1,1,1,1,1
NHSDCNJF,1,1,1,1,1,1,1,1
DIRLUSAX,1,1,1,1,1,1,1,1
YLDPPRIY,1,1,1,1,1,1,1,1
OMPBJNQY,1,1,1,1,1,1,1,1
MHQEOTJV,1,1,1,1,1,1,1,1
QFOWGFTD,1,1,1,1,1,1,1,1
WKIKOVAR,1,1,1,1,1,1,1,1
BQJAZJNM,1,1,1,1,1,1,1,1
RVEVDZXT,1,1,1,1,1,1,1,1
QXWFNSRE,1,1,1,1,1,1,1,1
AZTZHHBA,1,1,1,1,1,1,1,1
ZNNUAZHP,1,1,1,1,1,1,1,1
RQYPVREP,1,1,1,1,1,1,1,1
XKUPMQXB,1,1,1,1,1,1,1,1
RLWMCSYN,1,1,1,1,1,1,1,1
TVYJEATO,1,1,1,1,1,1,1,1
WTQELLKS,1,1,1,1,1,1,1,1
KGLFFHDE,1,1,1,1,1,1,1,1
QFIXOACE,1,1,1,1,1,1,1,1
COXJIYNO,1,1,1,1,1,1,1,1
VUNFYGNT,1,1,1,1,1,1,1,1
HRZEVHUI,1,1,1,1,1,1,1,1
HGOITQKV,1,1,1,1,1,1,1,1
QKGNACVN,1,1,1,1,1,1,1,1
XJSJKXMW,1,1,1,1,1,1,1,1
DPTFQQQZ,1,1,1,1,1,1,1,1
VPLGTTLR,1,1,1,1,1,1,1,1
NGWCMYIS,1,1,1,1,1,1,1,1
RKXYGVKL,1,1,1,1,1,1,1,1
SHWPVEYD,1,1,1,1,1,1,1,1
ZZEVHPUG,1,1,1,1,1,1,1,1
GUMYSDDH,1,1,1,1,1,1,1,1
YHURUHOQ,1,1,1,1,1,1,1,1
PIGIXSIT,1,1,1,1,1,1,1,1
HSCQHHGK,1,1,1,1,1,1,1,1
AQIGCCAZ,1,1,1,1,1,1,1,1
MBVOJGJJ,1,1,1,1,1,1,1,1
QMAXPREM,1,1,1,1,1,1,1,1
LLQVJWYB,1,1,1,1,1,1,1,1
GIAYJSVP,1,1,1,1,1,1,1,1
FWHSXVUG,1,1,1,1,1,1,1,1
TLRCIMTC,1,1,1,1,1,1,1,1
PJILGUIP,1,1,1,1,1,1,1,1
QWIESJXP,1,1,1,1,1,1,1,1
BMRTEEKW,1,1,1,1,1,1,1,1
YRWTVDMM,1,1,1,1,1,1,1,1
IIMLUDCK,1,1,1,1,1,1,1,1
NITJSVWP,1,1,1,1,1,1,1,1
NUQARUUH,1,1,1,1,1,1,1,1
GURVFOYE,1,1,1,1,1,1,1,1
WVWCZUQC,1,1,1,1,1,1,1,1
UKIFCRRF,1,1,1,1,1,1,1,1
IRRSTUCP,1,1,1,1,1,1,1,1
BRBPROGO,1,1,1,1,1,1,1,1
MKYTTKIV,1,1,1,1,1,1,1,1
XGEABGPU,1,1,1,1,1,1,1,1
IFZNYDNC,1,1,1,1,1,1,1,1
CWFYQHSD,1,1,1,1,1,1,1,1
VGXBBVWM,1,1,1,1,1,1,1,1
BBYXDGTT,1,1,1,1,1,1,1,1
VYVCGVFN,1,1,1,1,1,1,1,1
DZHPXTTH,1,1,1,1,1,1,1,1
OTJHJDEZ,1,1,1,1,1,1,1,1
ADQNKZKH,1,1,1,1,1,1,1,1
EFPEUMIX,1,1,1,1,1,1,1,1
TWECCRLA,1,1,1,1,1,1,1,1
