crew_id,BIQ,CDG,LYS
ISIUCYHT,1,1,1
ZJLTQAPF,1,1,1
YRRDPSHH,1,1,1
PDDZPJHP,1,1,1
JDTBYOTC,1,1,1
EPTZPNZW,1,1,1
IHJAQYMX,1,1,1
NLTSPMXW,1,1,1
EBHPQXKA,1,1,1
YCQSREJL,1,1,1
DJTHGETF,1,1,1
EISWAVXK,1,1,1
IVPYYMTS,1,1,1
XTLXNSAL,1,1,1
ZJMWFSEV,1,1,1
RFQEHFIC,1,1,1
YNTHQXAP,1,1,1
VMTRVCXJ,1,1,1
EZXVHCVQ,1,1,1
OYJTSNSR,1,1,1
OXXXVRGW,1,1,1
GPUZFSOQ,1,1,1
MNLYCZJP,1,1,1
YQUSKUTC,1,1,1
PPEDTPLH,1,1,1
XOCAYQXU,1,1,1
PQLBNSAB,1,1,1
JPRIEWDP,1,1,1
TADRFZTV,1,1,1
XZSGQRNF,1,1,1
ZWBXAODH,1,1,1
ENASMNUN,1,1,1
PNVGBOQA,1,1,1
TVUFNGDC,1,1,1
ANOLYLPC,1,1,1
IMTVCDJF,1,1,1
LCHIVVWT,1,1,1
KTYSVDGX,1,1,1
FLAFBOXR,1,1,1
TPPRFIVW,1,1,1
VJWTPFLX,1,1,1
TQCJHESG,1,1,1
WSWMKWHY,1,1,1
TEIBLNHW,1,1,1
ELWVYZSP,1,1,1
ACGMKCHM,1,1,1
TULHGHDU,1,1,1
WATCZHFR,1,1,1
PLYPPNRT,1,1,1
ZJAMEPHH,1,1,1
MNJADIOR,1,1,1
ZRBYMHLE,1,1,1
XQXYGGJM,1,1,1
GDOHEKGE,1,1,1
EYCCBPDD,1,1,1
WKDWJEEI,1,1,1
DUMHJTNJ,1,1,1
EFXDVKSR,1,1,1
JCZSBJHL,1,1,1
TAPWOFBK,1,1,1
SHTRWUUA,1,1,1
HDHHXZTU,1,1,1
DVMIKUSB,1,1,1
DTARVFMQ,1,1,1
CUQLCSKH,1,1,1
AEVLKJPG,1,1,1
FQCVFQFU,1,1,1
DJAACQZE,1,1,1
KTIZLECH,1,1,1
RGVJCEGO,1,1,1
YTFZQAEW,1,1,1
RAOIGQSU,1,1,1
OVLCGDTN,1,1,1
LHGDIPKI,1,1,1
IXWETTAY,1,1,1
QSCJOEYA,1,1,1
WQGJGVRE,1,1,1
PUUMAPDF,1,1,1
QBXAHCYW,1,1,1
FFJZXHQB,1,1,1
OTAHZDGJ,1,1,1
QBTEWSXM,1,1,1
RBNQAINL,1,1,1
JSJTDETJ,1,1,1
DNFFGCCE,1,1,1
FCFBUXCS,1,1,1
BJEHJPJS,1,1,1
VYFTBPOF,1,1,1
QODFRPJF,1,1,1
TUKFRWBX,1,1,1
SFWKIRAY,1,1,1
YSTESDGS,1,1,1
QDGETFYN,1,1,1
KMCJAQHY,1,1,1
ZFEWYUNW,1,1,1
SSWBSHBJ,1,1,1
VCJZENGI,1,1,1
FZDOUCLQ,1,1,1
LHYXMTTE,1,1,1
MHEOFRSQ,1,1,1
LMCZNPFG,1,1,1
CBHTNHWL,1,1,1
ODEFPGTS,1,1,1
FFGNIQAY,1,1,1
KAYCYBOM,1,1,1
ZNZAGGIF,1,1,1
NIUEBSYX,1,1,1
BHXBYNKQ,1,1,1
MEZGZYWB,1,1,1
JSOBHVHH,1,1,1
YGSXPLHO,1,1,1
CCSQWQTX,1,1,1
BPBRDDKQ,1,1,1
YXOLKXJA,1,1,1
HZVWHCGC,1,1,1
SZGUDIRB,1,1,1
SVCECUYL,1,1,1
OVQLMLWT,1,1,1
YLNBJUUZ,1,1,1
ERBDVXRA,1,1,1
OOMWGZPS,1,1,1
KACBQAZJ,1,1,1
MBUTBDTM,1,1,1
YTZYLHUN,1,1,1
ZGMXAOIJ,1,1,1
ZAUPDNST,1,1,1
MPMYYVPV,1,1,1
BSNEQCNR,1,1,1
SFPWXNIU,1,1,1
UKOIRRHA,1,1,1
VNRJRGZC,1,1,1
GEUMQZPK,1,1,1
GDKNLKIE,1,1,1
VAYUNCIC,1,1,1
RNKLTPWO,1,1,1
RCABMPPZ,1,1,1
DBMAIBQW,1,1,1
LAVDGGJE,1,1,1
BAGXVEDQ,1,1,1
RERHXJWI,1,1,1
VHRZZJQO,1,1,1
ISYFPIQU,1,1,1
QXUZSLKT,1,1,1
AFBLNDMX,1,1,1
NHIBHCRD,1,1,1
QVUZKLNX,1,1,1
BSVXXYVE,1,1,1
JQXKVNRV,1,1,1
WFGKYGXH,1,1,1
WQXORFOT,1,1,1
DISMJBET,1,1,1
KTPFFIGK,1,1,1
PTPEJUZE,1,1,1
KONHPKIH,1,1,1
AXQRIZDJ,1,1,1
EVFZJSCU,1,1,1
DRYXWJAN,1,1,1
KBYQVTQI,1,1,1
CAFZGCUU,1,1,1
HRADWHQK,1,1,1
BJYVFDNB,1,1,1
IYFVOIHK,1,1,1
KDXJLCAM,1,1,1
RTXOSTPZ,1,1,1
ULMUQSSQ,1,1,1
SBKPSXDX,1,1,1
VFVDBYEA,1,1,1
RESCWBPM,1,1,1
AKAKYHCR,1,1,1
SQBHYTRJ,1,1,1
JCGEWDUS,1,1,1
RPLFHMGJ,1,1,1
LMHVAAUF,1,1,1
JFJDZSEM,1,1,1
NHSJMCLH,1,1,1
UQCRODFB,1,1,1
NGDXHNIR,1,1,1
KEJPDPMP,1,1,1
GWVVNQVW,1,1,1
SWTYZPIA,1,1,1
CFTVLAWC,1,1,1
XCMQWWWQ,1,1,1
COWKOXUS,1,1,1
AZBKMEZT,1,1,1
KFYJUZUR,1,1,1
FSSVQJNF,1,1,1
SDKDFHYR,1,1,1
TMJVTHFV,1,1,1
DYOENIZN,1,1,1
WEQMUBGY,1,1,1
BBHTWFLC,1,1,1
MPKKMHAZ,1,1,1
THXGZTPP,1,1,1
ROTSCUTM,1,1,1
EJWDDWXS,1,1,1
ZJBRHVQV,1,1,1
WYCLAJAX,1,1,1
IOHIPYTV,1,1,1
FFCLTMIK,1,1,1
JCFQEVEC,1,1,1
IRGUHTDY,1,1,1
BIOZOUMN,1,1,1
GRJDRMSH,1,1,1
IBEIITXB,1,1,1
AHRIUVXJ,1,1,1
KMSQHUEV,1,1,1
WOUESOWB,1,1,1
IVDJDJXJ,1,1,1
XQREVSFZ,1,1,1
PAUGSPIP,1,1,1
MUWBFKAI,1,1,1
RZJDFJZF,1,1,1
KBSMGVXT,1,1,1
GGCJLAKH,1,1,1
TOGZZQJO,1,1,1
IIXDICRZ,1,1,1
YEWIDFDF,1,1,1
NPHDNOVM,1,1,1
DIIXAATC,1,1,1
ZZVVFGCU,1,1,1
JPFMHICD,1,1,1
UDHOIINK,1,1,1
DXFSDPSX,1,1,1
VGLXPBYN,1,1,1
UWZFOTEZ,1,1,1
JEMFKUZT,1,1,1
MGASDBJT,1,1,1
KFDRKXFT,1,1,1
EKUKANKW,1,1,1
VCCXOBCX,1,1,1
XKEQMXAT,1,1,1
XJXAPPEQ,1,1,1
HCDQLFBO,1,1,1
NGJCPHQB,1,1,1
GDCBKFLQ,1,1,1
MADLPNUY,1,1,1
REYYCXYY,1,1,1
RAQQOZFI,1,1,1
MMOMSDHR,1,1,1
QLKQHRHE,1,1,1
EYAHSNSG,1,1,1
THIBQVQY,1,1,1
OQSHSBIC,1,1,1
KBZIOGJC,1,1,1
JGBQHRCH,1,1,1
RQRQQENW,1,1,1
UQJIUHAF,1,1,1
ZDAICWHM,1,1,1
GDFXVZTA,1,1,1
RTWNVPQO,1,1,1
MEABIVNU,1,1,1
YQMYWIGR,1,1,1
HEMHHUTN,1,1,1
MEDYUPXY,1,1,1
OJGMNOGT,1,1,1
WLNEEHYW,1,1,1
GUXRLUJZ,1,1,1
SDWDSLWJ,1,1,1
IELCSNIX,1,1,1
WZOROTAN,1,1,1
PKXKSIUB,1,1,1
INPZZRKA,1,1,1
CIITGFET,1,1,1
